abatement,cod_plausible,construction,cost_usd,deep_scan,focus,ia,inr,news,pins,project,status,turns,violations
False,True,False,1.2800584500000005,True,"PUCT Interchange IA doc (signed 2026-02-20) — portal returned 402 during triage; retrieve PDF directly for POI details, financial security amounts, and milestone schedule exhibit | Developer identity: 'Goat Wind LLC' surfaced from aggregators but parent company unknown — TX Comptroller taxable entity search + TX SOS for registered agent and ownership chain",False,27INR0367,False,0,Goat Mountain Wind-Repower,ok,45,
False,True,False,1.2783816,True,"IA signed 2024-07-09 but PUCT Interchange blocked (402) — retrieve IA PDF to extract POI coordinates, schedule exhibit, and milestone schedule for COD plausibility check | FAA OE/AAA turbine filings for Navarro County — system was in shutdown mode during triage; retry to get exact turbine pad coordinates for imagery targeting",True,25INR0018,False,0,Yellow Cat Wind,ok,51,
False,True,False,1.0389092999999998,True,"IA date anomaly: iaSigned=2019-08-18 predates the 2023 INR by ~4 years — confirm via PUCT whether this is a legacy/grandfathered IA from a predecessor project or a data artifact | PUCT Interchange search: portal returned 402 during triage; retry IA and FIS filings to get parties, POI details, and milestone schedule",False,23INR0637,False,0,Goodnight Wind II,ok,43,
False,True,False,0.92540955,True,"PUCT docket 54974 IA PDF — portal was 402-blocked; retrieve milestone schedule exhibit and parties page | Peregrine Energy Solutions press release — Wärtsilä deal and Fortune 500 offtake named, funding round details unknown",True,25INR0101,True,0,Drake BESS,ok,43,
False,True,False,1.0229329499999997,True,Retrieve PUCT PUC-35077 IA PDF (currently portal-blocked) — extract POI address/coordinates from parties page and milestone schedule exhibit | Resolve 'Odessa EHV Switch 138 kV' substation coordinates via ERCOT network map or Oncor GIS to enable imagery; then run tight Sentinel-2 chips,True,25INR0301,True,0,Van Zandt Energy Storage ,ok,46,
False,False,False,1.1332143000000003,True,Identify developer/parent company behind 'Wake Wind Energy' — no ownership surfaced in triage; FAA OE/AAA filings likely carry exact turbine coordinates and applicant entity | PUCT Interchange blocked (HTTP 402) — retry via direct portal or alternate search for IA filing under 'Wake Wind Energy' or 'Cottonwood 345' POI,False,26INR0647,False,0,Wake Wind Energy Repower,ok,53,
False,True,False,0.9786155999999998,True,"PUCT Docket 58405 (Lone Star Transmission CCN amendment for dedicated 345-kV spur) — retrieve IA and milestone schedule; interchange.puc.texas.gov was 402-blocked during triage, needs authenticated access | Retry Sentinel-2 imagery centered on Phantom Hill substation coords (~32.58°N, 99.68°W) — 7/9 chips failed on CDSE during triage; if any site prep/panels visible, recenter and pull baseline 2-year comparison",True,23INR0244,True,0,Tiger Solar,ok,43,
False,True,False,0.8333649,True,Locate exact site parcel — try Franklin County Appraisal District + Hagansport lat/lon refinement before imagery | CDSE credentials need refresh — re-run 3x3 grid once creds restored; site candidate is county-level only,True,24INR0154,False,0,Lupinus Solar 2,ok,40,
False,True,False,0.9475296000000001,True,IA PDF on PUCT Interchange (portal blocked during triage) — retrieve parties/POI page and milestone-schedule exhibit to confirm COD commitment and ERCOT readiness criteria | Pin Thorndale North substation exact coordinates (OpenInfraMap / OSM node W509663251) and re-run tight imagery grid over the substation footprint — triage eastern cells all failed,True,23INR0502,True,0,Adelite Storage,ok,45,
False,False,False,1.4138149499999995,True,"Retrieve IA document from PUCT Interchange (portal was 402-blocked during triage; IA signed flag IS set in queue) — parties, POI, and milestone schedule exhibit are key | FAA OE/AAA obstruction filings for turbine coordinates — decisive for repower; search by county (Nolan TX) and applicant (AES/Buffalo Gap) for 2024-2026 filings",True,26INR0625,False,0,Buffalo Gap 2 Wind Repower,ok,61,
False,True,False,1.0299591000000001,True,TCEQ air permit (NSR): mandatory for gas reciprocating — not found via public search; TCEQ portal session-blocked; pull directly from TCEQ STEERS/Air Permits database | TEF docket: project name flags '(TEF- Due Diligence)' but no PUCT TEF docket number surfaced; search PUCT interchange by party 'Pecos Power Plant LLC' and description 'Tolivar',True,27INR0297,True,0,Tolivar Power Plant (TEF- Due Diligence),ok,47,
False,False,False,1.0615404000000002,True,Bankruptcy case 25-90780 (S.D. Tex.) — determine if project assets are being sold/transferred or if IA will lapse; pull PACER docket | IA signed 2025-03-14 per queue data but document not retrieved (PUCT Interchange blocked) — try PUCT docket search via authenticated session or ERCOT project portal,False,24INR0287,True,0,Rockridge Solar,ok,52,
False,True,False,0.8320462500000002,True,"Imagery at Elk Station Abernathy TX (33.837N, 101.840W) — check for laydown yard, turbine hall, crane activity vs 2023 baseline | PUCT docket 35077 Item 2388 — retrieve IA PDF parties/POI page and milestone schedule exhibit (PUCT portal blocked during triage, try direct PDF link)",True,27INR0181,True,0,Elk Unit 4 ,ok,37,
False,True,False,0.9797111999999999,True,"IA document retrieval via PUCT Interchange (blocked 402 during triage) — get schedule exhibit and parties page; confirm POI and NTP milestone dates | Substation pin: locate Whaley 345kV coords precisely (ERCOT transmission maps, CenterPoint GIS) then run tight imagery chips",False,26INR0201,True,0,Rock Rose BESS,ok,46,
False,True,False,0.9189804000000001,True,Retrieve IA PDF from PUCT Interchange (FilingParty: Anatole Renewable Energy OR Eustace Storage LLC) — IA signed 2024-05-10 but PDF not retrieved during triage; parties/POI page and milestone schedule are key | Imagery: configure CDSE creds and run 3x3 grid at ~32.010N 95.975W (buffer-km 2) to confirm whether grading/pad work visible given queue-reported 2026-06-01 construction start,True,24INR0355,False,0,Anatole Renewable Energy Storage,ok,46,
False,False,False,0.9290354999999999,False,Identify developer/parent behind Cottonseed Energy Storage LLC (Delaware Jan 2023) — no principal found in triage; sponsor quality is the key unknown | PUCT Interchange: search for IA filing or any docket once portal accessible — IA status is the primary go/no-go gate,False,27INR0102,False,0,Cottonseed Energy Storage,ok,46,
False,True,False,0.9885067499999997,True,"IA document content: PUCT Project 35077 (interchange.puc.texas.gov) — portal returned 402 during triage; milestone schedule exhibit and CEII status unknown | Imagery at Big Hill 345kV (31.047N, -100.542W): CDSE credentials need configuration; check for site prep/grading near substation with buffer-km 1 chip",True,22INR0239,False,0,Rockefeller Storage,ok,48,
False,True,False,0.8704166999999999,True,Locate actual PUCT Interchange docket for Milano Solar / Oncor SGIA Second Amendment (filed ~Apr-May 2026) — pull milestone schedule exhibit to verify COD commitment | Identify Cannon Switch substation coordinates via ERCOT transmission maps or HIFLD to enable imagery run,True,23INR0235,True,0,Hoyte Solar,ok,38,
False,True,False,1.12684065,False,"PUCT Interchange authenticated search: FilingParty 'Energy City BESS' — portal was 402-blocked during triage, IA may exist | Texas SOS SOSDirect: search 'Energy City BESS LLC' for registered agent / parent developer",False,26INR0231,False,0,Energy City BESS,ok,41,
False,True,False,1.184877,True,"IA exists (signed 2025-05-09) but PUCT Interchange portal was 402-blocked — retrieve IA PDF for milestone schedule exhibit to assess contractual COD vs. reported | Capacity halved from 404.3 MW to 204.76 MW (2025-10) — investigate reason: scope reduction, offtake change, or interconnection constraint",True,26INR0340,False,0,SOUTHERN SELECT ENERGY STORAGE,ok,48,
False,True,False,1.1146032,True,PUCT Interchange IA PDF — retrieve milestone schedule exhibit (portal was 402-blocked this pass) | Confirm site coordinates via IA exhibit map or PUCT TEF docket before running imagery,True,23INR0421,False,0,Bee Branch IA,ok,50,
False,False,False,1.0125855000000001,False,Resolve developer identity: 'Castleman Power' vs 'Ocis Intelligent Energy' — check TX SOS for SANJAC BESS LLC registration | PUCT Interchange: portal blocked (402) during triage — try browser session for IA search under both developer names,False,24INR0081,True,0,SANJAC BESS,ok,43,
False,True,False,1.3163405999999997,True,"PUCT Interchange IA — queue confirms iaSigned 2024-07-06 but portal blocked (402); retrieve IA PDF for parties, POI coords, and milestone schedule | Site location — 'Blossom TX' is low-confidence name inference; run Lamar CAD parcel search for 'Echols Grove Solar LLC' to get actual tract coordinates",False,25INR0368,False,0,Echols Grove Solar,ok,60,
False,True,False,1.3687799999999999,True,"PUCT Interchange IA PDF — portal was 402-blocked during triage; retrieve IA parties/POI page and milestone-schedule exhibit to verify COD commitment | Imagery at 31.8716,-101.7384 when CDSE creds available — BESS site is compact, look for gravel pad + container rows near Desert Wind Sub",True,25INR0138,False,0,Champaign BESS,ok,58,
False,False,False,1.0309333500000002,False,Confirm Gasconades Creek 345 kV substation exact coordinates (ERCOT CIM/transmission maps or Oncor ArcGIS) then re-run imagery at correct location | PUCT Interchange was 402-blocked — retry for Goat Wind LLC or Clearway IA filing when portal accessible,False,26INR0589,False,0,Goat Mountain BESS,ok,47,
False,True,False,0.9049594499999998,True,IA status — no IA signed yet (T1); PUCT Interchange blocked in triage (402) — manually search for Armadillo Solar Phase 2 IA or AES / Ørsted filings once portal is accessible | Phase 1 vs Phase 2 disambiguation — AES public page only references one 'Armadillo Solar Project' at 204 MW; confirm whether 27INR0614 (200.71 MW) is truly a separate Phase 2 or a renamed/resubmitted entry,False,27INR0614,True,0,Armadillo Solar Phase 2,ok,42,
False,True,False,0.7346831999999999,True,"PUCT docket 35077 — fetch original IA (item 1691) and Amendment No. 2 (item 2197, ~Jul-2025): extract milestone schedule exhibit and POI map to pin site coordinates | Identify parent company / developer behind Erika Solar LLC / Kaufman Solar LLC (no public developer page found)",True,24INR0303,False,0,Erika Solar,ok,34,
False,True,False,0.9293590499999999,False,Nighthawk Substation coordinates — planned TNMP 138kV facility near PH Robinson→Meadow 345kV line; locate via ERCOT EIR PDF or PUCT substation filing to enable imagery | Developer identity — LLC name known but parent company/developer unknown; check TX SOS or FERC interconnection application,False,27INR0416,False,0,Kresge Land Battery Storage,ok,37,
False,True,False,1.08321285,True,"Retrieve IA document from PUCT Interchange (docket search by INR or 'Nanulak') — schedule exhibit will confirm or bust the 2027-03 COD | Identify developer/sponsor behind 'Nanulak BESS LLC' — TX SOS entity search, FERC eLibrary, energy news databases (SNL, BloombergNEF)",True,26INR0385,False,0,Nanulak BESS,ok,48,
False,True,False,0.9855100499999997,True,"IA dated 2024-08-06 confirmed in queue but PUCT Interchange portal was 402-blocked — retrieve IA PDF to extract milestone schedule and POI substation coordinates | CDSE credentials failing (401) — fix auth and run tight 1-km chips around Tucker Sub (31.6735, -95.7480) to check for graded pad or container placement",True,25INR0432,False,0,Brotherton Storage,ok,46,
False,True,False,1.2475741499999997,True,Retrieve IA PDF from PUCT Interchange (portal blocked during triage) — extract POI substation address/coordinates and milestone schedule | Locate ERCOT bus 40855 JORDON 138 kV physical coordinates to enable imagery pass,True,23INR0425,False,0,Coneflower Storage Project,ok,49,
False,True,False,0.8809284,True,Anomalous milestone dates: IA signed 2019-02-21 and screening complete 2018-07-06 predate the INR (first report 2024-06-01) — investigate whether this is a re-entry/successor to an earlier cancelled project and find the predecessor INR | PUCT Interchange IA filing: portal blocked during triage; direct search needed for IA filed ~2019 (or amended/transferred) and for any post-FIS approval interconnection-service amendment,False,26INR0524,False,0,Fagus Solar Park 3 SLF,ok,39,
False,True,False,1.4086016999999995,True,Locate precise Buffalo Gap 3 turbine footprint via USGS Wind Turbine Database or FAA OE/AAA filings (decisive turbine coordinates) — then rerun imagery at verified center | Verify IA status: 2005-02-28 date is the original BG3 IA; determine if a new repower IA was filed with PUCT (PUCT portal was 402-blocked during triage),False,26INR0626,True,0,Buffalo Gap 3 Wind Repower,ok,52,
False,False,False,0.7098176999999999,False,"Identify developer/parent company behind Stargazer Solar LLC via TX SOS or SEC filings — no ownership visible in triage | PUCT Interchange search when portal accessible — no IA or filings confirmed, IA is the critical next gate",False,25INR0555,False,0,Stargazer Solar,ok,33,
False,True,False,1.0432057499999994,True,Locate Savana substation (bus 43180) precisely — ERCOT NOM data or EIA-860 — then re-run imagery centered on substation footprint (battery will be within 1 km) | Retrieve IA from PUCT (portal was 402-blocked during triage) — extract POI description and milestone schedule exhibit,True,25INR0236,False,0,Austin Bayou Storage II,ok,49,
,,,1.5175849499999996,,,,25INR0237,,,Austin Bayou Storage III,no_findings,61,triage_findings.json missing
False,True,False,0.9101050499999999,False,"FIS approval status — check ERCOT GIS updates post-Jun-2026 for fisApproved milestone | IA search — retry PUCT Interchange with authenticated session; FilingParty = 'Antonio Road BESS, LLC'",False,27INR0090,False,0,Antonio Road BESS,ok,41,
False,True,False,1.0107771,True,IA confirmed in queue (iaSigned=2023-12-05) but PDF not retrieved — PUCT Interchange blocked (402); try ercot.com direct IA document search or authenticated PUCT session for schedule exhibit and milestone dates | Developer/LLC identity unknown — no web presence found for 'SOSA Storage'; check TX Secretary of State entity search and ERCOT MIS project details page for registered agent/developer name,True,25INR0131,False,0,SOSA Storage,ok,46,
False,False,False,1.1228241000000003,True,"PUCT Interchange search for IA filing by 'Dionysus Solar' or 'Dionysus Solar LLC' — portal was 402-blocked during triage | Houston County Commissioners Court minutes 2025-03-11: Cameron Morgan discussed tax abatement — identify developer/company, check for JETI application in Latexo ISD or Crockett ISD",False,26INR0176,False,0,Dionysus Solar,ok,43,
False,True,False,0.8360561999999998,True,"IA PDF not retrieved (PUCT Interchange blocked 402) — retry PUCT session to get parties, POI page, and milestone-schedule exhibit | Developer unknown — no web presence found; IA parties page is the fastest path to developer identity",True,23INR0207,False,0,El Patrimonio Solar,ok,38,
False,True,False,0.9376889999999996,True,"PUCT control 35077 IA: portal returned 402 during triage — retrieve IA PDF directly, extract milestone schedule exhibit and any CEII status | Locate Odysseus Substation 345kV coordinates via ERCOT CDR shapefiles or AEP Texas transmission maps to enable imagery run",True,21INR0253,False,0,Ulysses Solar,ok,44,
False,False,False,0.8690555999999997,False,"PUCT Interchange: search for AEU Battery Project IV LLC filings once portal access restored — IA may have been filed recently given FIS request date 2024-06-17 | CDSE imagery: fix CDSE credentials (403 auth failure), then run contact sheet at 27.66N 97.76W with 2km buffer to check substation pad activity",False,26INR0222,False,0,GOTHAM BESS,ok,37,
False,True,False,0.9171844499999997,False,PUCT Interchange portal was HTTP 402-blocked during triage — try PUCT directly for IA filings under 'Pecan Ridge' or 'Luminous Energy Renewables' | Verify developer identity: 'Luminous Energy Renewables LLC' surfaced from secondary queue aggregators only — confirm via TX SOS entity search,False,27INR0593,False,0,Pecan Ridge,ok,46,
False,False,False,0.9129364499999998,True,"PUCT filing 35077: draft/proposed SGIA referenced in T3 snippet — fetch PDF to confirm IA execution status, parties, and milestone schedule (PUCT 402 blocked this triage) | Blue Heron Solar developer track record: only 2 ERCOT projects, both active/unbuilt — assess developer credibility and whether Red River Solar (Mills County) has progressed to construction",False,24INR0331,False,0,Chisme Storage,ok,43,
False,True,False,0.6577026000000001,True,PUCT Control No. 35077 (IA with CenterPoint) — retrieve via authenticated PUCT Interchange session for milestone schedule and POI/substation coordinates | Savana 345kV substation (CenterPoint ID 43180) coordinates — needed to unlock T6 imagery; check HIFLD/CISA dataset or ERCOT RPG planning maps,True,25INR0235,False,0,Austin Bayou Storage I,ok,31,
False,False,False,1.0596579,False,"Fix CDSE credentials (gis-research.env 401/403) then run imagery grid around Rio Grande City 138kV substation — BESS site will be compact, look for pale gravel pad + container rows within 1 km of the substation | PUCT Interchange was blocked (402) — retry from a browser session for IA filings under 'Macho Creek BESS'",False,25INR0390,False,0,Macho Creek BESS,ok,42,
False,True,False,0.9598313999999998,True,"PUCT docket 35077 (First Amendment to IA, Jul 2024) — pull PDF for milestone schedule exhibit; portal requires session auth so use direct PUCT search session | Developer transfer: BMES → Boxcar Energy Storage — confirm current SPV name, check TX SOS SOSDirect for Bufflehead BESS LLC / Boxcar entity filing",True,24INR0274,False,0,Bufflehead BESS,ok,46,
False,False,False,0.8448932999999998,True,"PUCT control #35077 (Blue Heron Solar / Chisme Solar & Storage IA with Oncor) — portal blocked at triage; retrieve PDF directly and extract milestone schedule | Developer identity: Blue Heron Solar, LLC — research parent company, financing, and portfolio to assess development credibility",True,24INR0333,True,0,Chisme Solar,ok,38,
False,False,False,1.6337558999999997,True,IA exists (signed 2024-05-15) but PDF not retrieved — PUCT Interchange portal blocked; deep scan should pull IA for milestone schedule and developer/counterparty identity | Developer unknown — no web presence for 'City Breeze BESS' or LLC; deep scan should check TX SOS business entity search and any PUCT filings for developer name,True,25INR0271,False,0,City Breeze BESS,ok,60,
False,False,False,1.0850357999999998,False,"PUCT Interchange direct search for 'Solterra' or 'White Oak POI' — portal blocked during triage, may yield IA or study filings | Texas SOS business entity search for 'CH Solterra LLC' to identify parent developer and any linked project names",False,23INR0229,False,0,CH Solterra LLC,ok,45,
False,True,False,1.1156613000000002,True,"IA signed 2024-08-07 but PDF not retrieved — PUCT Interchange portal (needs session auth); pull IA to confirm parties, POI, and milestone schedule | No developer/sponsor identified — TX SOS entity search for 'Bonham Solar SLF LLC' may surface parent (AES, Lightsource, etc.) and unlock news/permit trail",True,25INR0199,False,0,Bonham Solar SLF,ok,45,
False,True,False,0.96060705,True,"PUCT Interchange IA filing — portal blocked during triage (402); IA signed 2021-02-21 per queue; retrieve parties + milestone schedule exhibit | Site coordinates — KBTX says 'near Marquez' but no GPS; GEM Wiki, parcel records, or pecanprairiesolar.com may have precise coords; needed for imagery",False,21INR0371,True,0,Pecan Prairie South,ok,40,
False,False,False,0.8334399,False,Texas Energy Fund In-ERCOT Loan application (180 MW vs 132 MW queue discrepancy — capacity change may signal scope revision) | TCEQ air permit application by Kodiak Generation LLC — get permit number and status to confirm site location,False,26INR0396,False,0,Kodiak AGR1,ok,40,
False,True,False,0.8439312,True,"IA PDF from PUCT Interchange (portal blocked here, try direct download or alternate access) — extract milestone schedule and capacity guarantee dates | Confirm construction start Q3 2026 via Sentinel-2 imagery at Hagansport Switch coords (CDSE creds needed — check against bare-ground baseline)",True,24INR0155,True,0,Lupinus Storage 2,ok,41,
False,True,False,0.9357150000000001,True,TEF docket: PUCT Interchange search for 'Kerrville Public Utility Board' or 'Rock Island Generating' — TEF due-diligence status is the primary valuation question | TCEQ NSR air permit: search TCEQ air permit database for Colorado County gas facility; no permit = paper project flag,True,27INR0321,False,0,Rock Island Generating (TEF -Due Diligence),ok,46,
False,True,False,1.0212866999999999,True,"Imagery: CDSE 401 this session — rerun 3x3 grid at 32.44N/-95.82W with valid credentials; construction reportedly starting Summer 2026 | PUCT Interchange control 35077: portal returned 402 — retrieve IA PDF, extract milestone schedule exhibit and parties page",True,23INR0045,True,0,Caney Creek Solar,ok,44,
False,True,False,0.9020275499999999,True,"PUCT Interchange IA filing: portal blocked (402) this pass — search docket for AES/Buffalo Gap Wind Farm IA and schedule exhibit | FAA OE/AAA obstruction filings: AES replacing 282→117 turbines, exact new turbine coordinates should be in FAA filings — pull to confirm site geometry",False,26INR0622,True,0,Buffalo Gap 1 Wind Repower,ok,37,
False,False,False,1.5746643000000002,True,PUCT Interchange IA search — portal 402-blocked during triage; needs browser/subscription access; IA status is the single biggest unknown | Confirm Nash substation coordinates (ERCOT node 42980) to anchor site search; current imagery grid was POI-proximity only,False,25INR0556,False,0,Stargazer BESS,ok,58,
False,False,False,1.23695175,False,TCEQ NSR air permit search for Hunt County gas generation — no permit found during triage (mandatory signal; absence would confirm paper project) | PUCT Interchange filing search (portal 402-blocked during triage) — try from outside container or with different session; IA existence is the key gate,False,27INR0489,False,0,Power Lane II Gas,ok,49,
False,False,False,0.9977468999999999,False,"Pinpoint TALTY_RC substation exact coordinates (OpenInfraMap or ERCOT transmission map) and re-run imagery at that precise location — current imagery centered on town, not substation | Monitor FIS approval (requested 2024-11-11) — once approved, IA negotiation begins; track PUCT Interchange when portal accessible",False,26INR0502,False,0,Fudge Ranch BESS,ok,50,
False,True,False,0.8217550500000003,True,"PUCT docket 35077 item 2310 — download IA Amendment No. 1 PDF; extract milestone schedule exhibit (portal blocked during triage) | Sharpen site candidate: use IA map exhibit or ERCOT transmission GIS to locate exact tap point on Navarro–Limestone 345-kV line, then re-run imagery with 1-km buffer",True,25INR0169,False,0,Piedra BESS,ok,36,
False,False,False,0.78615165,False,Verify whether an IA has been submitted to PUCT Interchange (PUCT blocked during triage — retry with session-authenticated browser) | Confirm Doral Renewables LLC as developer via Texas SOS entity search for 'Gatsby Energy Storage LLC',False,27INR0139,False,0,Gatsby Energy Storage,ok,40,
False,False,False,0.9570159,False,PUCT Interchange: search for Doral Renewables or 'Atticus' IA filing — portal was 402-blocked during triage | Pinpoint Sonora 69kV substation coordinates (ERCOT substation ID 6513) and run tight imagery before deep scan decision,False,27INR0236,False,0,Atticus Energy Storage,ok,44,
False,True,False,1.0604712000000003,True,"Refresh CDSE credentials and run 3x3 imagery grid at Lolita substation (lat=28.8534, lon=-96.5569, buffer-km=2) — BESS pad will be compact gravel+container rows; also pull 2023 baseline for before/after comparison | Access PUCT Interchange with authenticated session — IA exists (2023-05-17, AEP Texas) but PDF not retrieved; extract milestone schedule exhibit and CEII status",True,23INR0361,False,0,Third Coast BESS,ok,49,
