abatement,cod_plausible,construction,cost_usd,deep_scan,focus,ia,inr,news,pins,project,status,turns,violations
False,True,False,1.2876277499999995,False,PUCT Interchange IA search for 'Trailblazer Infrastructure LLC' — portal was 402-blocked during triage; IA existence/schedule is the key unknown | TX SOS entity search for 'Trailblazer Infrastructure LLC' to establish parent/developer chain,False,27INR0576,False,0,Trailblazer BESS,ok,54,
,,,1.37153475,,,,27INR0011,,,Dundee East B Wind,no_findings,61,triage_findings.json missing
False,True,False,0.90594945,True,"PUCT Interchange IA PDF (portal 402 during triage) — retrieve milestone schedule exhibit; IA signed date 2025-05-15 is confirmed in ERCOT queue so filing exists | Imagery with valid CDSE credentials — tight chip around West Columbia Main 138kV substation; BESS site is compact, visible as gravel pad + container rows if construction started",True,26INR0226,False,0,First Capitol BESS,ok,44,
False,True,False,0.9499366500000002,True,PUCT Interchange: IA PDF (iaSigned=2024-01-17) — retrieve parties/POI page and milestone-schedule exhibit; portal was 402-blocked during triage | Imagery: CDSE creds needed — run 3x3 grid at 29.500/-95.028 (±0.03° step) to check for BESS pad/container rows beside substation,True,25INR0262,True,0,Shepard Energy Storage,ok,41,
False,False,False,0.8725443,False,"PUCT Interchange was 402-blocked — retry in a browser session for IA and any Rex BESS LLC filings | Developer identity: Rex BESS, LLC — find parent/sponsor (no public profile found); Texas SOS corporate lookup",False,26INR0503,False,0,Rex Storage,ok,46,
False,True,False,0.9228674999999998,True,"IA document: PUCT Interchange portal was 402-blocked — retrieve IA PDF for parties, POI details, and milestone schedule (key: is schedule exhibit CEII-redacted?) | Developer identity: 'Brazos Roots BESS, LLC' surfaced from one aggregator (ercotqueue.com snippet) — verify via TX SOS business search and trace parent company",True,26INR0551,False,0,Hastings Park BESS,ok,43,
False,True,False,1.0572082499999997,True,IA confirmed in queue data (iaSigned=2023-10-18) but PUCT Interchange blocked (402) — retrieve IA PDF for milestone schedule and developer identity | Developer/sponsor identity unknown — no web presence found; check TX SOS entity search for 'SanPat Solar II LLC' to identify parent company,False,25INR0052,False,0,SanPat Solar II,ok,44,
False,False,False,0.8243240999999999,False,Locate 'Brown Switch' substation coordinates via ERCOT network model or PUCT transmission maps to enable imagery | PUCT Interchange IA search once portal accessible — filing party 'Nouveau BESS' or 'Nouveau BESS LLC',False,27INR0291,False,0,Nouveau BESS,ok,35,
False,False,False,1.2360568499999998,False,Geolocate ERCOT nodes 3377 (Little Pond Switch) and 3704 (Hog Creek Switch) via ERCOT NOM/GIS data or PUCT transmission maps to establish a site candidate | PUCT Interchange search when portal accessible: filing party 'Champs Elysees BESS LLC' for any IA or interconnection study filing,False,27INR0216,False,0,Champs Elysees BESS,ok,47,
False,True,False,1.00477335,True,IA exists (signed 2023-01-20) but PUCT Interchange was 402-blocked — retrieve IA PDF to extract milestone schedule and confirm POI substation address | Developer 'BRP Zeya BESS LLC' — parent 'BRP' unknown; identify developer/sponsor via TX SOS business search and PUCT filings,True,23INR0290,False,0,Zeya BESS,ok,49,
False,False,False,0.9662017500000001,False,"PUCT Interchange: search manually (portal returned 402 here) for IA or GIS filing under 'Sierra Madre Solar LLC' — absence of IA is the single biggest red flag and should be confirmed not assumed | Identify parent developer behind Sierra Madre Solar LLC (Texas SOS lookup, SEC filings) — no parent surfaced in web sweep, suggesting paper/placeholder entity",False,23INR0006,False,0,Sierra Madre Solar,ok,44,
False,False,False,0.8770993499999998,False,Verify PUCT Interchange for IA filing under 'SMT Elm Mott BESS' or alternate SPV name — portal was auth-blocked during triage | TX Secretary of State lookup for SMT Elm Mott BESS LLC to identify corporate parent/developer,False,26INR0422,False,0,PowerVault BESS,ok,40,
False,False,False,0.8986329000000001,False,Retry PUCT Interchange when portal is accessible — search FilingParty and Description for 'Grand Mesa BESS' and 'Mesa View Switch' to locate IA or interconnection filings | Retry gmaps.py when rate limit clears — POI substation 76582 MESA VIEW SWITCH 138kV should anchor site candidate for imagery,False,26INR0550,False,0,Grand Mesa BESS,ok,39,
False,True,False,1.5217653,True,"Site confirmed at Olinger/Little Ridge area (33.0692,-96.4509) — run CDSE imagery once creds configured to check for grading/pad activity | PUCT Interchange blocked during triage — search for IA and GIS study filings once direct access available",False,25INR0238,False,0,Little Ridge Storage,ok,63,
False,True,False,1.1075104500000001,True,IA document from PUCT Interchange — queue shows signed 2024-09-09 but document not retrieved; pull parties/POI page + milestone schedule exhibit | Confirm KINGMTSW substation precise coordinates (ERCOT transmission map or EIA facility DB) then re-run imagery with working CDSE credentials,True,25INR0417,False,0,Mesa View Storage,ok,45,
False,False,False,0.9795393000000003,True,PUCT Interchange: search for IA filing under 'Bluegill BESS' or 'Eolian' — portal blocked during triage (requires session auth) | Verify site candidate: FM-2100 / Atascocita Rd Huffman TX plat — pull Harris County permit/plat records to confirm 25-acre parcel and ownership,False,25INR0434,True,0,Bluegill BESS,ok,44,
False,False,False,0.86589975,False,"Resolve developer identity: 301 N Lake Ave Ste 950 Pasadena CA 91101 — look up CA SoS or other LLCs at same address to find sponsor/developer | Configure CDSE credentials and run imagery scan around Bellville North substation (~30.02N, -96.26W) to check for any site prep",False,27INR0252,False,0,Parula Energy Center ,ok,41,
True,True,False,0.6957820500000003,True,"PUCT case 35077 — fetch IA PDF and First Amendment (2026-04-10) to extract milestone schedule and POI details; portal 402'd during triage | CDSE imagery — re-run 3x3 grid once creds are configured; web claims construction started 2026, need visual confirmation",True,21INR0210,True,0,Adamstown Solar,ok,33,
False,False,False,0.8317692000000002,False,Verify RWE as developer via primary source (RWE portfolio page or PUCT filing when accessible) | PUCT Interchange re-check when portal accessible — search FilingParty=RWE + Description=Lutum to find any IA or study filings,False,20INR0029,False,0,Lutum Wind,ok,37,
False,False,False,0.91228425,False,Locate Big Hill (#76003) and Schneeman Draw (#76005) 345kV substations to establish site polygon — ERCOT transmission planning maps or OpenInfraMap | FAA OE/AAA obstruction filings search for Schleicher County wind turbines — decisive for exact turbine coordinates once FIS/IA materializes,False,27INR0246,False,0,Easy Wind Energy Center,ok,37,
False,False,False,0.6448252499999998,False,Confirm developer identity: RWE Solar Development LLC (aggregator-sourced only — verify via ERCOT queue data or TX SOS) | PUCT Interchange IA search blocked during triage — manual check for 'Razorbill Solar' or 'RWE Solar' filings could confirm/deny IA existence,False,22INR0244,False,0,Razorbill Solar,ok,30,
False,True,False,1.0767576,True,IA PDF exists (signed 2024-06-27) but PUCT Interchange portal was DNS-blocked this run — retrieve IA to confirm milestone schedule and POI substation exact coords | Exact substation location: Saragosa 138kV coords needed to tighten imagery grid to <1 km buffer; no BESS pad visible at 2 km buffer from town centroid,True,26INR0034,True,0,Bracero Pecan Storage,ok,48,
False,False,False,1.0869135000000003,True,"Locate true Larrea site within Pecos County — check Ashtrom investor docs, Texas PLATs, or county appraisal for Greasewood IV LLC land parcel | PUCT Interchange IA filings for Greasewood IV LLC or Ashtrom — portal blocked via WebFetch (402), needs authenticated session or direct browser access",False,27INR0146,True,0,Larrea Solar,ok,46,
False,True,False,1.1152900499999998,True,IA status critical: PUCT Interchange blocked during triage — run deep PUCT search for SMT Houston IV filings; IA absence in a project with confirmed groundbreaking is a major anomaly to resolve | MW discrepancy: queue shows 227.9 MW but press/financing describe 160 MW / 320 MWh — clarify whether queue MW was never updated or project was rescoped,False,25INR0420,True,0,Houston BESS,ok,52,
False,False,False,0.7136154,False,"Confirm developer identity: 'Mule Deer Solar LLC' / Chermac Energy appears in trackers — verify against ERCOT GIS applicant field or PUCT filings (session-auth required for Interchange) | Check if Chermac Energy's Deaf Smith County abatements ($500M, Mule Deer Solar + Tiera Blanco Solar) cover White Tail Solar or indicate co-located development cluster",False,24INR0200,True,0,White Tail Solar,ok,35,
False,False,False,1.0405264499999998,False,PUCT Interchange search for IA filing (portal blocked during triage — try manual search or alt credentials) | Locate Yellow House Canyon 115kV substation true coordinates via ERCOT nodal map or transmission line GIS to establish a real site candidate before imagery,False,23INR0310,False,0,Dunkel BESS,ok,48,
False,False,False,1.11473145,False,"Locate Nebula7A substation coordinates (ETT filings, ERCOT GIS, PUCT docket for Andromeda gen-tie) to enable precise imagery | Check PUCT Interchange for Cedar Draw Solar LLC IA filing once portal access is restored (currently 402)",False,27INR0193,False,0,Cedar Draw BESS,ok,41,
