teid,EquipmentName,equip_name_norm,cim_opeqname_norm,cim_branchname_norm,plannedStartDate,actualStartDate,actualEndDate
364809,AUT1,AUT1,PHARRSVCAUT1,PHARRSVCAUT1H,2018-09-06 00:00:00,2018-09-06 00:00:00,2018-10-31 17:00:00
364817,AUT2,AUT2,PHARRSVCAUT2,PHARRSVCAUT2H,2018-09-06 00:00:00,2018-09-06 00:00:00,2018-10-31 17:00:00
155529,PS2,PS2,780E,780E,2015-10-14 00:00:00,2015-10-14 00:00:00,2016-01-06 17:31:00
358310,G138_8B2,G1388B2,G1388B1,G1388B1,2018-06-01 00:00:00,2018-06-01 00:00:00,2018-12-17 11:53:00
1743,ARPT_MARYAT11,ARPTMARYAT11,REDGATEGS2Y,ARPTMARYAT1,2015-06-11 07:00:00,2015-06-11 07:00:00,2015-07-08 15:15:00
321429,TRF2,TRF2,BORDAS2TRF2,BORDAS2TRF2,2016-10-05 00:00:00,2016-10-05 00:00:00,2016-10-20 16:36:00
319008,Power Transformer AT6,POWERTRANSFORMERAT6,DOWAT6,DOWAT6H,2016-11-09 00:00:00,,
319007,Power Transformer AT6H,POWERTRANSFORMERAT6H,DOWAT6H,DOWAT6HH,2016-11-09 00:00:00,,
298141,TRF1,TRF1,BORDASTRF1,BORDASTRF1,2016-06-08 00:00:00,2016-06-08 00:00:00,2016-06-17 06:43:00
368367,AX1L,AX1L,STNSWAX1L,STNSWAXFMR1LH,2018-10-10 00:00:00,2018-10-10 00:00:00,2018-12-08 18:00:00
368366,AX1H,AX1H,STNSWAX1H,STNSWAXFMR1HH,2018-10-10 00:00:00,2018-10-10 00:00:00,2018-12-08 18:00:00
308003,MPT1,MPT1,LV3MPT1,LV3MPT1,2016-10-03 11:01:00,2016-10-03 11:01:00,2017-02-13 16:37:00
12853,T1,T1,GUNMTNT1,GUNMTNGMTNH,2016-04-17 16:01:00,2016-04-17 16:01:00,2016-05-04 12:18:00
323259,MTP-2,MTP2,SANTACRUMPT2,SANTACRUMPT2,2017-04-05 00:00:00,2017-04-05 00:00:00,2017-06-30 18:10:00
323232,MPT-1,MPT1,SANTACRUMPT1,SANTACRUMPT1,2017-04-05 00:00:00,2017-04-05 00:00:00,2017-06-30 18:10:00
58390,A1,A1,LOBOA3,LOBO3345138H,2016-03-01 00:00:00,2016-03-01 00:00:00,2017-02-28 16:56:00
21497,AT2L,AT2L,GSAT2L,GSAT2LH,2016-04-01 00:00:00,2016-04-01 00:00:00,2016-04-30 12:19:00
329307,AX1L,AX1L,TCOSWAX1L,TCOSWAXFMR1LH,2017-06-20 18:01:00,2017-06-20 18:01:00,2017-06-28 13:02:00
97782,J101,J101,633T6331,633T6331,2015-04-22 00:00:00,2015-04-22 00:00:00,2015-04-24 17:00:00
238285,ELECTRAW_TLINE1,ELECTRAWTLINE1,DIGBYTLINE1,DIGBYTLINE1,2016-10-03 17:01:00,2016-10-03 17:01:00,2016-10-04 14:15:00
218591,MR1H,MR1H,MDSSWMR1H,MDSSWAXFMR1HH,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-12-30 18:10:00
229048,MR1L,MR1L,MDSSWMR1L,MDSSWAXFMR1LH,2016-11-23 00:00:00,2016-11-23 00:00:00,2016-12-30 18:10:00
81773,AT1,AT1,NIXONAT1,NIXONATH,2017-12-07 12:01:00,2017-12-07 12:01:00,2017-12-08 12:00:00
183643,JS04,JS04,24T1381,24T1381,2016-01-19 17:00:00,2016-01-19 17:00:00,2016-02-10 07:20:00
16629,REAC_R3,REACR3,ESMERAFRIEND11,ESMERAFRIEND11,2015-10-16 17:01:00,2015-10-16 17:01:00,2015-11-20 17:00:00
279908,MR4H,MR4H,CAGNONMR4H,CAGNONAXFMR4H,2015-06-01 07:00:00,,
280381,MR4L,MR4L,CAGNONMR4L,CAGNONAXFMR4LH,2015-06-01 07:00:00,,
254103,162H,162H,CLAYTNVL162H,CLAYTNVL6T3162HH,2016-05-25 00:00:00,2016-05-25 00:00:00,2016-06-01 09:45:00
254110,162L,162L,CLAYTNVL162L,CLAYTNVL6T3162LH,2016-05-25 00:00:00,2016-05-25 00:00:00,2016-06-01 09:45:00
329182,AX1H,AX1H,TCOSWAX1H,TCOSWAXFMR1HH,2017-06-20 18:01:00,2017-06-20 18:01:00,2017-06-28 13:03:00
292332,AT1H,AT1H,WOAT1H,WOAT1HH,2016-08-03 00:00:00,,
329182,MR2H,MR2H,TCOSWAX1H,TCOSWAXFMR1HH,2017-05-17 00:00:00,2017-05-17 00:00:00,2017-05-31 16:39:00
329307,MR2L,MR2L,TCOSWAX1L,TCOSWAXFMR1LH,2017-05-17 00:00:00,2017-05-17 00:00:00,2017-05-31 16:39:00
324528,BLANK,BLANK,ASTRATR1,ASTRATR1,2017-02-02 00:00:00,2017-02-02 00:00:00,
366035,STL_T1,STLT1,STELLAT1,STELLAT1,2018-09-06 00:00:00,2018-09-06 00:00:00,2018-09-28 16:00:00
308003,MPT1,MPT1,LV3MPT1,LV3MPT1,2016-06-01 00:00:00,2016-06-01 00:00:00,2016-10-03 11:00:00
347844,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2018-06-01 00:00:00,2018-06-01 00:00:00,2018-06-02 08:20:00
66363,GSU-1,GSU1,CHAMONGSU1,CHAMONGSU1,2017-08-15 09:07:00,2017-08-15 09:07:00,2017-08-18 14:01:00
79056,GSU-2,GSU2,CHAMONGSU2,CHAMONGSU2,2017-08-15 09:07:00,2017-08-15 09:07:00,2017-08-18 14:01:00
97895,AT1,AT1,SASASWAT1,SASASWATH,2016-06-01 00:00:00,2016-06-01 00:00:00,2016-09-23 11:21:00
239781,GSUA,GSUA,SPPKMGSUA,SPPKMGSUA,2015-12-16 00:00:00,,
239956,GSUB,GSUB,SPPKMGSUB,SPPKMGSUB,2015-12-16 00:00:00,,
239957,GSUC,GSUC,SPPKMGSUC,SPPKMGSUC,2015-12-16 00:00:00,,
346071,MR2H,MR2H,HCKSWMR2H,HCKSWAXFMR2HH,2018-03-14 00:00:00,2018-03-14 00:00:00,2018-05-21 16:00:00
346072,MR2L,MR2L,HCKSWMR2L,HCKSWAXFMR2LH,2018-03-14 00:00:00,2018-03-14 00:00:00,2018-05-21 16:00:00
279522,FMR1,FMR1,BULLCRKFMR1,BULLCRKBCXFMR1,2016-12-12 07:30:00,2016-12-12 07:30:00,2016-12-14 16:55:00
58390,A1,A1,LOBOA3,LOBO3345138H,2017-02-28 17:01:00,2017-02-28 16:57:00,2017-07-03 11:24:00
374206,MR4L,MR4L,EVRSWMR4L,EVRSWAXFMR4LH,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-12-28 17:20:00
374205,MR4H,MR4H,EVRSWMR4H,EVRSWAXFMR4HH,2018-11-14 00:00:00,2018-11-14 00:00:00,2018-12-28 17:20:00
66363,GSU-1,GSU1,CHAMONGSU1,CHAMONGSU1,2017-08-31 14:31:00,2017-08-31 14:31:00,2017-09-18 09:46:00
79056,GSU-2,GSU2,CHAMONGSU2,CHAMONGSU2,2017-08-31 14:31:00,2017-08-31 14:31:00,2017-09-18 09:46:00
361531,AUT2,AUT2,PALMASVCAUT2,PALMASVCAUT2H,2018-11-02 18:01:00,2018-11-02 18:01:00,2018-11-20 21:00:00
361523,AUT1,AUT1,PALMASVCAUT1,PALMASVCAUT1H,2018-11-02 18:01:00,2018-11-02 18:01:00,2018-11-20 21:00:00
317479,PS0,PS0,6520G,6520G,2016-10-05 00:00:00,2016-10-05 00:00:00,2017-02-02 07:31:00
358589,PLM7TR2,PLM7TR2,PALMITO7TR2,PALMITO7TR2H,2018-11-02 08:01:00,2018-11-02 08:01:00,2018-11-02 20:00:00
373933,MR1H,MR1H,WSMSWMR1H,WSMSWAXFMR1HH,2018-09-26 00:00:00,2018-09-26 00:00:00,2018-12-27 17:49:00
373934,MR1L,MR1L,WSMSWMR1L,WSMSWAXFMR1LH,2018-09-26 00:00:00,2018-09-26 00:00:00,2018-12-27 17:49:00
98558,AX1L,AX1L,ACSSWAX1L,ACSSWAX1LH,2015-04-22 14:16:00,2015-04-22 14:16:00,2015-05-22 18:00:00
98510,AX1H,AX1H,ACSSWAX1H,ACSSWAX1HH,2015-04-22 14:16:00,2015-04-22 14:16:00,2015-05-22 18:00:00
352496,AT3L,AT3L,THWAT3L,THWAT3LH,2018-03-21 00:01:00,2018-03-21 00:01:00,2018-03-29 16:11:00
352495,AT3,AT3,THWAT3,THWAT3H,2018-03-21 00:01:00,2018-03-21 00:01:00,2018-03-29 16:11:00
334189,TCN7TR2,TCN7TR2,TULECNYN7TR2,TULECNYN345,2018-01-15 00:01:00,2018-01-15 00:01:00,2018-03-09 13:57:00
256181,AT1,AT1,DEERCRAT1,DEERCRATH,2016-02-03 00:00:00,2016-02-03 00:00:00,2016-03-22 18:45:00
273970,A903,A903,AEECA903,AEECA903,2016-08-30 00:00:00,2016-08-30 00:00:00,2016-09-07 09:45:00
273726,A901,A901,AEECA901,AEECA901,2016-08-30 00:00:00,2016-08-30 00:00:00,2016-09-07 09:45:00
273822,A902,A902,AEECA902,AEECA902,2016-08-30 00:00:00,2016-08-30 00:00:00,2016-09-07 09:45:00
66363,GSU-1,GSU1,CHAMONGSU1,CHAMONGSU1,2017-06-01 00:00:00,2017-06-01 00:00:00,2017-08-15 09:06:00
79056,GSU-2,GSU2,CHAMONGSU2,CHAMONGSU2,2017-06-01 00:00:00,2017-06-01 00:00:00,2017-08-15 09:06:00
363104,XFR1,XFR1,OWLSXFR1,OWLS138691HS,2018-09-12 00:00:00,2018-09-12 00:00:00,2018-11-07 11:16:00
48173,MPT1,MPT1,LV5MPT1,LV5MPT1,2015-10-14 00:00:00,2015-10-14 00:00:00,2015-11-04 08:00:00
379013,A2S,A2S,DOWA2S,DOWA2S,2018-11-28 00:00:00,2018-11-28 00:00:00,2018-11-30 18:00:00
379012,A2P,A2P,DOWA2P,DOWA2P,2018-11-28 00:00:00,2018-11-28 00:00:00,2018-11-30 18:00:00
273822,GSU-AET902,GSUAET902,AEECA902,AEECA902,2016-08-15 00:01:00,2016-08-15 00:01:00,2016-08-29 23:59:00
273726,GSU-AET901,GSUAET901,AEECA901,AEECA901,2016-08-15 00:01:00,2016-08-15 00:01:00,2016-08-29 23:59:00
273970,GSU-AET903,GSUAET903,AEECA903,AEECA903,2016-08-15 00:01:00,2016-08-15 00:01:00,2016-08-29 23:59:00
81773,AT1,AT1,NIXONAT1,NIXONATH,2016-12-08 00:00:00,2016-12-08 00:00:00,2017-12-07 12:00:00
327203,DOCTPA021,DOCTPA021,DOCTAP021,DOCTAP021,2017-03-08 12:39:00,2017-03-08 12:39:00,2017-03-21 17:00:00
361523,AUT1,AUT1,PALMASVCAUT1,PALMASVCAUT1H,2018-10-01 13:29:00,2018-10-01 13:29:00,2018-11-02 18:00:00
361531,AUT2,AUT2,PALMASVCAUT2,PALMASVCAUT2H,2018-10-01 13:29:00,2018-10-01 13:29:00,2018-11-02 18:00:00
183643,JS04,JS04,24T1381,24T1381,2016-02-25 13:00:00,2016-02-25 13:00:00,2016-05-05 00:01:00
16629,REAC_R3,REACR3,ESMERAFRIEND11,ESMERAFRIEND11,2015-11-20 17:01:00,2015-11-20 17:01:00,2015-12-01 16:24:00
107357,AT2H,AT2H,FAYETTAT2H,FAYETTAT2HH,2017-02-01 00:00:00,2017-02-01 00:00:00,2017-02-01 00:01:00
363677,AT2H,AT2H,OBAT2H,OBAT2HH,2018-06-13 00:00:00,2018-06-13 00:00:00,2018-09-24 14:00:00
11498,Power Transformer MPT,POWERTRANSFORMERMPT,TYLRWINDMPT,TYLRWINDMPT,2016-09-01 00:00:00,,
335098,BBREEZE_BRU_T2,BBREEZEBRUT2,BBREEZET2,BBREEZET2,2017-09-06 00:00:00,2017-09-06 00:00:00,2017-10-06 16:00:00
335097,BBREEZE_BRU_T1,BBREEZEBRUT1,BBREEZET1,BBREEZET1,2017-09-06 00:00:00,2017-09-06 00:00:00,2017-10-06 16:00:00
371982,SHAFFER_SHAFFER_T1,SHAFFERSHAFFERT1,SHAFFERT1,SHAFFERT1,2019-01-17 00:00:00,2019-01-17 00:00:00,2019-01-17 11:40:00
13348,MR1L,MR1L,HCKSWMR1L,HCKSWAXFMR1LH,2016-12-01 00:00:00,2016-12-01 00:00:00,2016-12-09 17:39:00
4970,MR1H,MR1H,HCKSWMR1H,HCKSWAXFMR1HH,2016-12-01 00:00:00,2016-12-01 00:00:00,2016-12-09 17:39:00
273726,A901,A901,AEECA901,AEECA901,2016-01-06 00:00:00,2016-01-06 00:00:00,2016-08-15 00:00:00
273970,A903,A903,AEECA903,AEECA903,2016-01-06 00:00:00,2016-01-06 00:00:00,2016-08-15 00:00:00
273822,A902,A902,AEECA902,AEECA902,2016-01-06 00:00:00,2016-01-06 00:00:00,2016-08-15 00:00:00
366379,T2,T2,LMESASLRT2,LMESASLRT2,2018-09-06 00:00:00,2018-09-06 00:00:00,2018-09-21 18:00:00
76988,Power Transformer,POWERTRANSFORMER,TWINBUAT2H,TWINBUAT2HH,2016-08-24 00:00:00,,
360927,WICKETT 138/69KV AUTO TNP,WICKETT13869KVAUTOTNP,WICKETTWAT1,WICKETTWKTWAT1HI,2018-06-13 00:00:00,2018-06-13 00:00:00,2018-07-13 21:39:00
368266,T1,T1,WLRANCHT1,WLRANCHT1,2018-10-03 00:00:00,2018-10-03 00:00:00,2018-10-11 17:45:00
321429,TRF2,TRF2,BORDAS2TRF2,BORDAS2TRF2,2016-10-05 00:00:00,,
366331,WAYMARK_WAYMARK_T1,WAYMARKWAYMARKT1,WAYMARKT1,WAYMARKT1H,2018-09-06 00:00:00,2018-09-06 00:00:00,2018-09-22 09:29:00
323379,6150_V,6150V,1535B,1535B,2016-12-14 00:00:00,2016-12-14 00:00:00,2016-12-14 00:01:00
364809,AUT1,AUT1,PHARRSVCAUT1,PHARRSVCAUT1H,2018-11-01 09:40:00,2018-11-01 09:40:00,2018-12-26 22:19:00
364817,AUT2,AUT2,PHARRSVCAUT2,PHARRSVCAUT2H,2018-11-01 09:40:00,2018-11-01 09:40:00,2018-12-26 22:19:00
335098,BBREEZE_BRU_T2,BBREEZEBRUT2,BBREEZET2,BBREEZET2,2017-10-06 16:01:00,2017-10-06 16:01:00,2017-10-19 15:00:00
335097,BBREEZE_BRU_T1,BBREEZEBRUT1,BBREEZET1,BBREEZET1,2017-10-06 16:01:00,2017-10-06 16:01:00,2017-10-19 15:00:00
185333,PS27,PS27,138SDSEPS1,138SDSEPS1,2016-11-01 00:00:00,2016-11-01 00:00:00,2016-11-29 17:38:00
183643,JS04,JS04,24T1381,24T1381,2015-11-18 00:00:00,2015-11-18 00:00:00,2015-11-18 00:01:00
16629,REAC_R3,REACR3,ESMERAFRIEND11,ESMERAFRIEND11,2015-10-07 00:00:00,2015-10-07 00:00:00,2015-10-16 17:00:00
89306,SST2,SST2,SSPURTWOS3T2,SSPURTWOS3T2,2015-04-01 00:00:00,2015-04-01 00:00:00,2015-04-21 11:22:00
89299,SST1,SST1,SSPURTWOS3T1,SSPURTWOS3T1,2015-04-01 00:00:00,2015-04-01 00:00:00,2015-04-21 11:22:00
359136,565_N,565N,567F,567F,2018-05-02 00:00:00,2018-05-02 00:00:00,2018-05-02 00:01:00
358995,FMR1,FMR1,BTTSWFMR1,BTTSWAXFMR1HISIDE,2018-05-16 18:01:00,2018-05-16 18:01:00,2018-07-02 16:54:00
325253,138_69A1L,13869A1L,LARDSTATLSTM,LARDSTATLSTM,2017-04-19 00:00:00,2017-04-19 00:00:00,2017-07-27 08:30:00
344697,AT3H,AT3H,ZENAT3H,ZENAT3HH,2018-05-02 00:00:00,2018-05-02 00:00:00,2018-06-01 19:48:00
344698,AT3,AT3,ZENAT3,ZENAT3H,2018-05-02 00:00:00,2018-05-02 00:00:00,2018-06-01 19:48:00
238285,ELECTRAW_TLINE1,ELECTRAWTLINE1,DIGBYTLINE1,DIGBYTLINE1,2016-09-01 00:00:00,2016-09-01 00:00:00,2016-10-03 17:00:00
6084,T2,T2,DIGBYT2,DIGBYT2H,2016-09-01 00:00:00,2016-09-01 00:00:00,2016-10-03 17:00:00
6037,T1,T1,DIGBYT1,DIGBYT1H,2016-09-01 00:00:00,2016-09-01 00:00:00,2016-10-03 17:00:00
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2018-09-06 00:00:00,2018-09-06 00:00:00,2018-09-28 09:22:00
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2018-09-06 00:00:00,2018-09-06 00:00:00,2018-09-28 09:22:00
100159,TR1,TR1,HELIOSTR1,HELIOSTR1,2015-07-01 00:00:00,2015-07-01 00:00:00,2015-08-12 12:10:00
334189,TCN7TR2,TCN7TR2,TULECNYN7TR2,TULECNYN345,2017-11-01 00:00:00,2017-11-01 00:00:00,2017-11-13 12:02:00
361523,AUT1,AUT1,PALMASVCAUT1,PALMASVCAUT1H,2018-08-31 16:01:00,2018-08-31 16:01:00,2018-09-28 13:28:00
361531,AUT2,AUT2,PALMASVCAUT2,PALMASVCAUT2H,2018-08-31 16:01:00,2018-08-31 16:01:00,2018-09-28 13:28:00
327087,AT2H,AT2H,JCKAT2H,JCKAT2HH,2017-05-01 00:00:00,2017-05-01 00:00:00,2017-05-02 08:12:00
370926,FMR2,FMR2,BTTSWFMR2,BTTSWAXFMR2HISIDE,2018-10-24 00:00:00,2018-10-24 00:00:00,2018-11-09 18:01:00
358589,PLM7TR2,PLM7TR2,PALMITO7TR2,PALMITO7TR2H,2018-05-16 00:00:00,2018-05-16 00:00:00,2018-10-31 19:00:00
340877,RTS_RTS_T1,RTSRTST1,RTST1,RTST1,2018-02-01 00:00:00,2018-02-01 00:00:00,2018-02-23 09:38:00
18718,COTU,COTU,COTULASCOTU,COTULASHIGH,2015-06-03 00:00:00,2015-06-03 00:00:00,2015-06-26 17:00:00
352312,G138_172,G138172,G138171,G138171,2018-05-08 19:01:00,2018-05-08 19:01:00,2018-05-14 16:44:00
330408,Power Transformer,POWERTRANSFORMER,MASOCTAT3,MASOCTAT3H,2017-09-06 00:00:00,2017-09-06 00:00:00,2017-10-24 18:00:00
94590,907T214631,907T214631,TUNACRSIRIUS1,TUNACRSIRIUS1,2016-03-16 00:00:00,2016-03-16 00:00:00,2016-05-11 16:00:00
371982,SHAFFER_SHAFFER_T1,SHAFFERSHAFFERT1,SHAFFERT1,SHAFFERT1,2018-11-01 00:00:00,2018-11-01 00:00:00,2019-01-16 23:59:00
57711,BEVO,BEVO,BEVOBEVO,BEVOLOW,2014-12-10 00:01:00,2014-12-10 00:01:00,2015-02-18 16:15:00
175279,GAUSS_PANADT11,GAUSSPANADT11,GAUSSSMOKYH11,GAUSSSMOKYH11,2016-08-10 00:00:00,,
370248,XF1L,XF1L,CRSCNXF1L,CRSCNAXFMR1LH,2018-10-03 00:00:00,2018-10-03 00:00:00,2018-12-23 18:00:00
370247,XF1H,XF1H,CRSCNXF1H,CRSCNAXFMR1HH,2018-10-03 00:00:00,2018-10-03 00:00:00,2018-12-23 18:00:00
81773,AT1,AT1,NIXONAT1,NIXONATH,2017-12-08 12:01:00,2017-12-08 12:01:00,2018-09-19 09:58:00
327201,BSTBST021,BSTBST021,DOCDOC361,DOCDOC361,2017-03-08 00:01:00,2017-03-08 00:01:00,2017-03-08 16:55:00
327202,DOCTPB021,DOCTPB021,DOCTAP361,DOCTAP361,2017-03-08 00:01:00,2017-03-08 00:01:00,2017-03-08 16:55:00
330408,Power Transformer,POWERTRANSFORMER,MASOCTAT3,MASOCTAT3H,2017-10-24 18:01:00,2017-10-24 18:01:00,2017-10-25 18:00:00
352312,G138_172,G138172,G138171,G138171,2018-04-18 00:00:00,2018-04-18 00:00:00,2018-05-08 19:00:00
274394,EHA-XF-0001,EHAXF0001,AEEC0003,AEEC0003,2016-08-15 00:01:00,2016-08-15 00:01:00,2016-08-30 23:59:00
368367,AX1L,AX1L,STNSWAX1L,STNSWAXFMR1LH,2018-12-08 18:01:00,2018-12-08 18:01:00,2019-01-11 12:00:00
368366,AX1H,AX1H,STNSWAX1H,STNSWAXFMR1HH,2018-12-08 18:01:00,2018-12-08 18:01:00,2019-01-11 12:00:00
333517,ROCKSP_ROPEC1,ROCKSPROPEC1,ROCKSPROCKSP11,ROCKSPROCKSP11,2017-08-09 00:00:00,,
274394,EHA-XF-0001,EHAXF0001,AEEC0003,AEEC0003,2016-08-31 00:00:00,2016-08-31 00:00:00,2016-08-31 11:46:00
327087,AT2H,AT2H,JCKAT2H,JCKAT2HH,2017-03-08 12:47:00,2017-03-08 12:47:00,2017-04-28 13:04:00
330408,Power Transformer,POWERTRANSFORMER,MASOCTAT3,MASOCTAT3H,2017-10-25 18:01:00,2017-10-25 18:01:00,2017-10-26 08:41:00
366035,STL_T1,STLT1,STELLAT1,STELLAT1,2018-09-28 16:01:00,2018-09-28 16:01:00,2018-10-12 17:51:00
325580,DSW_21051,DSW21051,CHENIEHECKER21,CHENIEHECKER21,2017-05-24 00:00:00,,
325569,CB_21050,CB21050,CHENIEHECKER11,CHENIEHECKER11,2017-05-24 00:00:00,,
367462,GSU-2,GSU2,VICTPORTGSU2,VICTPORTGSU2,2018-09-28 09:23:00,2018-09-28 09:23:00,
367461,GSU-1,GSU1,VICTPORTGSU1,VICTPORTGSU1,2018-09-28 09:23:00,2018-09-28 09:23:00,
371982,SHAFFER_SHAFFER_T1,SHAFFERSHAFFERT1,SHAFFERT1,SHAFFERT1,2019-01-17 11:41:00,2019-01-17 11:41:00,2019-01-20 12:00:00
334189,TCN7TR2,TCN7TR2,TULECNYN7TR2,TULECNYN345,2017-11-13 12:03:00,2017-11-13 12:03:00,2018-01-15 00:00:00
89306,SST2,SST2,SSPURTWOS3T2,SSPURTWOS3T2,2015-06-27 00:00:00,2015-06-27 00:00:00,2015-07-28 10:44:00
89299,SST1,SST1,SSPURTWOS3T1,SSPURTWOS3T1,2015-06-27 00:00:00,2015-06-27 00:00:00,2015-07-28 10:44:00
124041,Power Transformer T2,POWERTRANSFORMERT2,SALTFORKT2,SALTFORKT2H,2016-09-01 00:00:00,,
123345,Power Transformer T1,POWERTRANSFORMERT1,SALTFORKT1,SALTFORKT1H,2016-09-01 00:00:00,,
347844,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2018-06-02 08:27:00,2018-06-02 08:27:00,2018-06-05 08:30:00
364660,6575_I,6575I,6575A,6575A,2018-08-01 00:00:00,2018-07-31 23:41:00,2018-07-31 23:42:00
358995,FMR1,FMR1,BTTSWFMR1,BTTSWAXFMR1HISIDE,2018-05-16 00:00:00,2018-05-16 00:00:00,2018-05-16 18:00:00
225795,7TR1,7TR1,EINSTEIN7TR1,EINSTEINENS7TR1H,2016-12-30 09:04:00,2016-12-30 09:04:00,2017-01-30 14:00:00
361531,AUT2,AUT2,PALMASVCAUT2,PALMASVCAUT2H,2018-08-01 00:00:00,2018-08-01 00:00:00,2018-08-31 16:00:00
361523,AUT1,AUT1,PALMASVCAUT1,PALMASVCAUT1H,2018-08-01 00:00:00,2018-08-01 00:00:00,2018-08-31 16:00:00
223507,7TR1,7TR1,PALMITO7TR1,PALMITOPLM7TR1H,2016-04-30 18:11:00,2016-04-30 18:11:00,2016-06-02 15:59:00
318929,Power Transformer TR2,POWERTRANSFORMERTR2,SIRIUSTR2,SIRIUSTR2,2016-09-01 00:00:00,,
66363,GSU-1,GSU1,CHAMONGSU1,CHAMONGSU1,2017-08-18 14:09:00,2017-08-18 14:09:00,2017-08-18 14:30:00
79056,GSU-2,GSU2,CHAMONGSU2,CHAMONGSU2,2017-08-18 14:09:00,2017-08-18 14:09:00,2017-08-18 14:30:00
223507,7TR1,7TR1,PALMITO7TR1,PALMITOPLM7TR1H,2016-06-02 16:00:00,2016-06-02 16:00:00,2016-06-06 18:10:00
347844,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2018-06-05 08:31:00,2018-06-05 08:31:00,2018-12-31 19:00:00
27933,Power Transformer AT1H,POWERTRANSFORMERAT1H,JORAT1H,JORAT1HH,2016-10-05 00:00:00,,
327932,T1,T1,CASSAVAT1,CASSAVACASA1H,2017-06-07 00:00:00,,
223507,7TR1,7TR1,PALMITO7TR1,PALMITOPLM7TR1H,2016-06-06 18:11:00,2016-06-06 18:11:00,2016-06-10 14:47:00
225795,7TR1,7TR1,EINSTEIN7TR1,EINSTEINENS7TR1H,2016-09-30 09:04:00,2016-09-30 09:04:00,2016-12-30 09:04:00
366379,T2,T2,LMESASLRT2,LMESASLRT2,2018-10-10 16:00:00,2018-10-10 16:00:00,2018-10-10 18:36:00
40958,1580T5801,1580T5801,580T5801,580T5801,2015-01-14 00:00:00,2015-01-14 00:00:00,
347844,SU_XF_VEALMOOR34507TR1_ST,SUXFVEALMOOR34507TR1ST,VEALMOOR7TR1,VEALMOORVLMTR1H,2019-01-02 13:41:00,2019-01-02 13:41:00,
48173,MPT1,MPT1,LV5MPT1,LV5MPT1,2015-11-04 08:01:00,2015-11-04 08:01:00,2015-11-05 14:40:00
80707,XFM1,XFM1,BUCKTHRNXFM1,BUCKTHRNXFM1,2017-06-01 00:00:00,,
324528,BLANK,BLANK,ASTRATR1,ASTRATR1,2017-02-01 00:00:00,2017-02-01 00:00:00,
316941,Power Transformer BLST,POWERTRANSFORMERBLST,BOOTLEGBLST,BOOTLEGBLST,2016-09-01 00:00:00,,
274394,EHA-XF-0001,EHAXF0001,AEEC0003,AEEC0003,2016-01-06 00:00:00,2016-01-06 00:00:00,2016-08-15 00:00:00
