teid,branch_id,base_model_status,implied_default_status,pct_closed,base_from_name,base_to_name,base_circuit,base_device_type,from_bus,to_bus,ckt,DeviceType,match_type
829498,60100800.0,Open,Closed,1.0,CYPRESS_8,COPELL_S_8,1,Line,CYPRESS_8,COPELL_S_8,1,Line,direct_label
829785,60100829.0,Open,Closed,0.5,ROCKYSPGS_8,HERTYTAP_8,1,Line,ROCKYSPGS_8,HERTYTAP_8,1,Line,direct_label
829786,60100830.0,Open,Closed,0.5,ROCKYSPGS_8,LUFKINE_8,1,Line,ROCKYSPGS_8,LUFKINE_8,1,Line,direct_label
829970,60103512.0,Closed,Open,0.429,JONTE___B138,KING__86TP_8,86,Line,JONTE___B138,KING__94TPC8,86,Line,direct_label
829971,60103509.0,Closed,Open,0.429,NEWPRT_S86_8,KING__86TP_8,86,Line,NEWPRT_S86_8,KING__94TPC8,86,Line,direct_label
832847,60103519.0,Closed,Open,0.375,PAD1_ESS_TL,PAD2_ESS_8,1,Line,PAD1_ESS_TL,PAD2_ESS_8,1,Line,direct_label
834890,60101501.0,Open,Closed,1.0,HARTRING1_8,UPLAND1_8,1,Line,UPLAND1_8,HARTRING1_8,1,Line,direct_label
834891,60101502.0,Open,Closed,0.75,UPLAND1_8,HARTRING2_8,1,Line,UPLAND1_8,HARTRING2_8,1,Line,direct_label
836381,60104039.0,Closed,Open,0.0,BEECHER4A,DACOSTA4A,1,Line,BEECHER4A,DACOSTA4A,1,Line,direct_label
838189,60001170.0,Open,Closed,0.625,P_BLANCO8_1_,P_DEVIHI8_1_,1,Line,P_BLANCO8_1_,P_DEVIHI8_1_,1,Line,direct_label
845,60002338.0,Open,Closed,1.0,SHPFIELD2_9,SHPFIELD1_9,1,Line,SHPFIELD1_9,SHPFIELD2_9,1,Line,direct_label
845963,60101526.0,Closed,Open,0.333,CLOUD1_P8,CLOUD2_P8,1,Line,CLOUD1_P8,CLOUD2_P8,1,Line,direct_label
846120,60104538.0,Closed,Open,0.4,DRYFRIO,MIEL4A,1,Line,DRYFRIO,MIEL4A,1,Line,direct_label
846121,60104537.0,Closed,Open,0.4,UVALDE4A,MIEL4A,1,Line,UVALDE4A,MIEL4A,1,Line,direct_label
846940,60104545.0,Closed,Open,0.333,TNLAGOMAR_1,TNFRWYPARK1,1,Line,TNLAGOMAR_1,TNFRWYPARK1,1,Line,direct_label
846941,60104546.0,Closed,Open,0.333,TNLAGOMAR_1,TNDICKNSON1,1,Line,TNLAGOMAR_1,TNDICKNSON1,1,Line,direct_label
849672,60104374.0,Open,Closed,1.0,WYLIESW,BENDAVIS_8,1,Line,BENDAVIS_8,WYLIESW,1,Line,direct_label
850530,60103438.0,Closed,Open,0.25,BADERSUB8,PEARSONSW8,1,Line,PEARSONSW8,BADERSUB8,1,Line,direct_label
850702,60103880.0,Closed,Open,0.25,SNMIGUELTAP9,JARITACRKSB9,1,Line,JARITACRKSB9,SNMIGUELTAP9,1,Line,direct_label
850703,60103696.0,Closed,Open,0.25,JARITACRKSB9,NCALLIHAMSB9,1,Line,NCALLIHAMSB9,JARITACRKSB9,1,Line,direct_label
853807,60112857.0,Closed,Open,0.0,CYPRESS_8,DFW_AE1_8,1,Line,CYPRESS_8,DFW_AE1_8,1,Line,direct_label
854159,60105063.0,Open,Closed,1.0,RGLNG4A,POMPANO4A,1,Line,POMPANO4A,RGLNG4A,1,Line,direct_label
854160,60105064.0,Open,Closed,1.0,RGLNG4A,POMPANO4A,2,Line,RGLNG4A,POMPANO4A,2,Line,direct_label
854930,60103743.0,Open,Closed,1.0,LYNX_ESS_8,LYNX_ESS_B1,T1,Transformer,LYNX_ESS_B1,LYNX_ESS_8,T1,Transformer,direct_label
857052,60103639.0,Open,Closed,0.5,CLINTN__B138,JAPHET_S12_8,13,Line,JAPHET_S12_8,CLINTN__B138,13,Line,direct_label
857053,60103707.0,Open,Closed,0.5,JAPHET_S12_8,UNIVER__B138,13,Line,JAPHET_S12_8,UNIVER__B138,13,Line,direct_label
857439,60103461.0,Open,Closed,1.0,IBIS2A,SALTPRON2A,1,Line,IBIS2A,SALTPRON2A,1,Line,direct_label
858270,60103623.0,Open,Closed,0.5,BOOSTR36TP_8,JONCRK__B138,36,Line,JONCRK__B138,BOOSTR36TP_8,36,Line,direct_label
858390,60113820.0,Open,Closed,0.667,WYLIESW,DRAK_ESS_8,1,Line,DRAK_ESS_8,WYLIESW,1,Line,direct_label
858466,60103694.0,Open,Closed,1.0,HNY_COMB_9,TYNAN2A,1,Line,TYNAN2A,HNY_COMB_9,1,Line,direct_label
858600,60103693.0,Open,Closed,1.0,HNY_COMB_9,HNY_COMB_S1,T1,Transformer,HNY_COMB_S1,HNY_COMB_9,T1,Transformer,direct_label
859628,60104282.0,Closed,Open,0.0,ORCHRD_S60A8,ORCHRD_S60B8,60,Line,ORCHRD_S60B8,ORCHRD_S60A8,60,Line,direct_label
861653,60001825.0,Open,Closed,0.882,NAUTILUS_5,COMCHPKW_5,1,Line,NAUTILUS_5,COMCHPKW_5,1,Line,direct_label
861697,60104577.0,Closed,Open,0.0,NOTUS_5,NAVARRO,2,Line,NOTUS_5,NAVARRO,2,Line,direct_label
863178,60104899.0,Open,Closed,1.0,CORE_SOUTH,JCHRSTL,1,Line,JCHRSTL,CORE_SOUTH,1,Line,direct_label
863179,60104898.0,Open,Closed,1.0,CORE_NORTH,JCHRSTL,1,Line,CORE_NORTH,JCHRSTL,1,Line,direct_label
863305,60105332.0,Closed,Open,0.0,NOTUS_5,OLDCNTRY_5,1,Line,OLDCNTRY_5,NOTUS_5,1,Line,direct_label
863575,60105062.0,Open,Closed,1.0,POMPATAP4B,POMPANO4A,BT,Line,POMPATAP4B,POMPANO4A,BT,Line,direct_label
864356,60113299.0,Closed,Open,0.0,BANGL4A,LEMAY4A,1,Line,LEMAY4A,BANGL4A,1,Line,direct_label
864374,60105007.0,Closed,Open,0.0,KINGFISHER,NEDIN7A,2,Line,NEDIN7A,KINGFISHER,2,Line,direct_label
864375,60104917.0,Closed,Open,0.0,KINGFISHER,STEWART7A,1,Line,KINGFISHER,STEWART7A,1,Line,direct_label
864377,60104915.0,Closed,Open,0.0,KINGFISHER,PALMITO345,1,Line,KINGFISHER,PALMITO345,1,Line,direct_label
864378,60104916.0,Closed,Open,0.0,KINGFISHER,PALMITO345,2,Line,PALMITO345,KINGFISHER,2,Line,direct_label
864848,60104587.0,Closed,Open,0.0,PPG_OXYGEN_8,FALLSTWN1_8,5,Line,PPG_OXYGEN_8,FALLSTWN1_8,5,Line,direct_label
864849,60104585.0,Closed,Open,0.0,FALLSTWN1_8,CITYVIEW_8,1,Line,FALLSTWN1_8,CITYVIEW_8,1,Line,direct_label
865783,60113833.0,Open,Closed,0.5,YAPN_SLR_5,YAPN_SLR_S2,T2,Transformer,YAPN_SLR_S2,YAPN_SLR_5,T2,Transformer,direct_label
866209,60113837.0,Closed,Open,0.0,WILMRPOD_8,WILMER1_8,1,Line,WILMER1_8,WILMRPOD_8,1,Line,direct_label
866586,60114135.0,Open,Closed,1.0,RISINGSTAR,NIMROD,32,Line,NIMROD,RISINGSTAR,32,Line,direct_label
866706,60112893.0,Open,Closed,0.5,REITER_5,ODESEHV2_5,3,Line,REITER_5,ODESEHV2_5,3,Line,direct_label
866714,60112892.0,Open,Closed,0.5,MOSS_5,REITER_5,1,Line,REITER_5,MOSS_5,1,Line,direct_label
866715,60112895.0,Open,Closed,0.5,ODESEHV2_5,REITER_5,4,Line,ODESEHV2_5,REITER_5,4,Line,direct_label
866716,60112894.0,Open,Closed,0.5,REITER_5,WOLFSS_5,1,Line,REITER_5,WOLFSS_5,1,Line,direct_label
867009,60113986.0,Closed,Open,0.0,TYLERSW_8,CHANDLERW_8,4,Line,TYLERSW_8,CHANDLERW_8,4,Line,direct_label
867374,60000908.0,Open,Closed,0.882,POSSUMTROT_5,RAT_SNAKE_5,2,Line,POSSUMTROT_5,RAT_SNAKE_5,2,Line,direct_label
868204,60114386.0,Open,Closed,1.0,BKBN_ESR_8,BKBN_ESR_B1,T1,Transformer,BKBN_ESR_8,BKBN_ESR_B1,T1,Transformer,direct_label
868243,60113834.0,Open,Closed,0.5,RINGLING_9,WAYLND,1,Line,WAYLND,RINGLING_9,1,Line,direct_label
868244,60113835.0,Open,Closed,0.5,MORTNVAL_9,RINGLING_9,1,Line,RINGLING_9,MORTNVAL_9,1,Line,direct_label
868492,60112865.0,Open,Closed,0.5,HANBY_8,MSQTE1_8,7,Line,HANBY_8,MSQTE1_8,7,Line,direct_label
868493,60112866.0,Open,Closed,0.5,MSQTWE1_8,HANBY_8,5,Line,HANBY_8,MSQTWE1_8,5,Line,direct_label
869299,60113965.0,Open,Closed,1.0,CST2_SLR_5,CST2_SLR_S1,T1,Transformer,CST2_SLR_S1,CST2_SLR_5,T1,Transformer,direct_label
869323,60113729.0,Open,Closed,1.0,T_H_W_81TPB8,T_H_W__T81_8,81,Line,T_H_W__T81_8,T_H_W_81TPB8,81,Line,direct_label
869523,60000313.0,Open,Closed,0.5,TEMP_SS__8,TEMP_PEC__8,11,Line,TEMP_SS__8,TEMP_PEC__8,11,Line,direct_label
869750,60112872.0,Open,Closed,1.0,MERRICK_T8,EXPANSE_8,2,Line,EXPANSE_8,MERRICK_T8,2,Line,direct_label
869923,60112856.0,Open,Closed,0.5,ROANOKE2T_8,EXCHANGE1_8,10,Line,EXCHANGE1_8,ROANOKE2T_8,10,Line,direct_label
870527,60114129.0,Open,Closed,1.0,PDRA_SLR_5,PDRA_SLR_S1,T1,Transformer,PDRA_SLR_S1,PDRA_SLR_5,T1,Transformer,direct_label
870528,60114130.0,Open,Closed,1.0,PDRA_SLR_5,PDRA_SLR_S2,T2,Transformer,PDRA_SLR_S2,PDRA_SLR_5,T2,Transformer,direct_label
870767,60114635.0,Open,Closed,1.0,TDWLPR_1_5,TDWLPR_1_B4,T2,Transformer,TDWLPR_1_B4,TDWLPR_1_5,T2,Transformer,direct_label
871313,60114050.0,Closed,Open,0.0,GRND_SLR_5,GRND_SLR_SD,T1,Transformer,GRND_SLR_5,GRND_SLR_SD,T1,Transformer,direct_label
872141,60112867.0,Closed,Open,0.0,TNYELOWJKT1,BCNV2_ES_8,2,Line,TNYELOWJKT1,BCNV2_ES_8,2,Line,direct_label
872151,60112876.0,Open,Closed,0.5,HEALY_5,ERKA_SLR_5,1,Line,ERKA_SLR_5,HEALY_5,1,Line,direct_label
872364,60114083.0,Open,Closed,0.5,MIEL4A,NFAL_SLR_8,1,Line,NFAL_SLR_8,MIEL4A,1,Line,direct_label
872477,60114082.0,Open,Closed,0.5,NFAL_SLR_8,NFAL_SLR_S1,T1,Transformer,NFAL_SLR_S1,NFAL_SLR_8,T1,Transformer,direct_label
872992,60114374.0,Open,Closed,0.5,L_STARCK8_1Y,BKBN_ESR_8,1,Line,BKBN_ESR_8,L_STARCK8_1Y,1,Line,direct_label
873778,60114148.0,Open,Closed,1.0,RVN_8,RVN_B1,T1,Transformer,RVN_B1,RVN_8,T1,Transformer,direct_label
873787,60114163.0,Open,Closed,0.5,ODYSSEUS7A,ULYS_SLR_5,1,Line,ODYSSEUS7A,ULYS_SLR_5,1,Line,direct_label
873906,60114166.0,Open,Closed,0.5,ULYS_SLR_5,ULYS_SLR_S1,T1,Transformer,ULYS_SLR_S1,ULYS_SLR_5,T1,Transformer,direct_label
874261,60114371.0,Closed,Open,0.0,BRNSBORO_8,CHANDLERW_8,3,Line,CHANDLERW_8,BRNSBORO_8,3,Line,direct_label
874450,60114370.0,Closed,Open,0.0,ECHOLS1_8,BRNSBORO_8,2,Line,BRNSBORO_8,ECHOLS1_8,2,Line,direct_label
874528,60114414.0,Open,Closed,0.5,H_O_C__POI_8,CLT_8,01,Line,CLT_8,H_O_C__POI_8,01,Line,direct_label
874553,60114553.0,Open,Closed,0.5,GUNR_BES_8,CLOSNER4A,1,Line,CLOSNER4A,GUNR_BES_8,1,Line,direct_label
874695,60114552.0,Open,Closed,0.5,GUNR_BES_8,GUNR_BES_B1,T1,Transformer,GUNR_BES_B1,GUNR_BES_8,T1,Transformer,direct_label
875112,60114316.0,Open,Closed,0.5,PDRA_SLR_5,PATHFINDER_5,1,Line,PATHFINDER_5,PDRA_SLR_5,1,Line,direct_label
876198,60114615.0,Open,Closed,1.0,PRUITT_8,CELESTE_8,2,Line,CELESTE_8,PRUITT_8,2,Line,direct_label
877194,60114761.0,Open,Closed,1.0,ATHENA_POI_8,RVN_8,01,Line,ATHENA_POI_8,RVN_8,01,Line,direct_label
880,60009098.0,Open,Closed,1.0,CRLTN_NW_W8,NTHLK_S8,5,Line,COLE_IVI4A,BALLINGE4A,1,Line,direct_label
90198,60002328.0,Open,Closed,0.895,WAYLND,MORTNVAL_9,1,Line,WAYLND,MORTNVAL_9,1,Line,direct_label
922,60000821.0,Open,Closed,1.0,CMYNHM_T9,DUBLIN1_9,1,Line,CMYNHM_T9,DUBLIN1_9,1,Line,direct_label
927,60000828.0,Open,Closed,1.0,MONTFTSS__8,OLYMPSW_8,1,Line,EDGEWOOD_9,IRNBRGTA_9,1,Line,direct_label
929,60000830.0,Open,Closed,1.0,DUCKCVTA_9,DUCKCOVE_9,1,Line,DUCKCVTA_9,DUCKCOVE_9,1,Line,direct_label
932,60000833.0,Open,Closed,1.0,BTSTARTA_9,DUCKCVT1_9,1,Line,BTSTARTA_9,DUCKCVTA_9,1,Line,direct_label
94970,60008517.0,Open,Closed,0.5,DELSOL7C,DELSOL7B,S1,Series Cap,DELSOL7B,DELSOL7C,S1,Line,direct_label
998,60000876.0,Open,Closed,1.0,ST_JO_P9,MUENSTER_9,1,Line,MUENSTER_9,ST_JO_P9,1,Line,direct_label
