isomarketid,branchID,branchName,ptoIDSource,InsertDate,b1,b2,b3,ckt,OP_EQCODE,LNNAME,EQNAME,DeviceType,FromName,ToName,b3Text,branchStationID,branchDeviceTypeId,teid,collapseId,legacyBranchId,ptoBranchID,fromNum,toNum,pto_ckt,pto_deviceType,identity_key,has_pto_match,dup_type
6,60043244,LAMPAS_CB_3710_138,,2023-11-21 12:26:39.067,,,,,LAMPAS_CB_3710_138,,CB_3710,breaker,L_LAMPAS8_1Y,,LAMPAS,,,116747.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60083622,LAMPAS_OCB_3710_CB_138,,2024-01-25 09:01:19.767,,,,,LAMPAS_OCB_3710_CB_138,,OCB_3710_CB,breaker,L_LAMPAS8_1Y,,LAMPAS,,,116747.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60029813,EDNAS_434_69,,2023-11-21 12:26:39.067,,,,,EDNAS_434_69,,434,breaker,EDNASUB9,,EDNAS,,,116748.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60081799,EDNAS_434_CB_69,,2024-01-25 09:01:19.767,,,,,EDNAS_434_CB_69,,434_CB,breaker,EDNASUB9,,EDNAS,,,116748.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60020898,B_DAVIS_9800_138,,2023-11-21 12:26:39.067,,,,,B_DAVIS_9800_138,,9800,breaker,B_DAVIS4A,,B_DAVIS,,,116750.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080526,B_DAVIS_9800_CB_138,,2024-01-25 09:01:19.767,,,,,B_DAVIS_9800_CB_138,,9800_CB,breaker,,,B_DAVIS,,,116750.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60026909,CUERO_CB_4270_138,,2023-11-21 12:26:39.067,,,,,CUERO_CB_4270_138,,CB_4270,breaker,L_CUERO_8_1Y,,CUERO,,,116758.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60081361,CUERO_CS4277_CS_138,,2024-01-25 09:01:19.767,,,,,CUERO_CS4277_CS_138,,CS4277_CS,breaker,L_CUERO_8_1Y,,CUERO,,,116758.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60015929,B4_12B4_138,,2023-11-21 12:26:39.067,,,,,B4_12B4_138,,12B4,breaker,CHAVANEA,,B4,,,116768.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079829,B4_8620_138,,2024-01-25 09:01:19.767,,,,,B4_8620_138,,8620,breaker,CHAVANEA,,B4,,,116768.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60020895,B_DAVIS_9700_138,,2023-11-21 12:26:39.067,,,,,B_DAVIS_9700_138,,9700,breaker,B_DAVIS4A,,B_DAVIS,,,116771.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080525,B_DAVIS_9700_CB_138,,2024-01-25 09:01:19.767,,,,,B_DAVIS_9700_CB_138,,9700_CB,breaker,,,B_DAVIS,,,116771.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60074043,WHITES_GCB_8870_CB_138,,2023-11-21 12:26:39.067,,,,,WHITES_GCB_8870_CB_138,,GCB_8870_CB,breaker,L_WHITES8_1Y,,WHITES,,,116772.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60115325,WHITES_CB_8870_138,,2026-07-01 01:20:04.863,,,,1,WHITES_CB_8870_138,,CB_8870,breaker,P_WHITES8_1_,,WHITES,,3.0,116772.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60020883,B_DAVIS_9520_138,,2023-11-21 12:26:39.067,,,,,B_DAVIS_9520_138,,9520,breaker,B_DAVIS4A,,B_DAVIS,,,116773.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080521,B_DAVIS_9520_CB_138,,2024-01-25 09:01:19.767,,,,,B_DAVIS_9520_CB_138,,9520_CB,breaker,,,B_DAVIS,,,116773.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60055909,PEARSAL2_17304_138,,2023-11-21 12:26:39.067,,,,,PEARSAL2_17304_138,,17304,breaker,PEARSALLSCB8,,PEARSAL2,,,116780.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60085760,PEARSAL2_CB-7304_138,,2024-01-25 09:01:19.767,,,,,PEARSAL2_CB-7304_138,,CB-7304,breaker,,,PEARSAL2,,,116780.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60048210,MASN_5705_69,,2023-11-21 12:26:39.067,,,,,MASN_5705_69,,5705,breaker,MASN2A,,MASN,,,116786.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60084269,MASN_5705_CB_69,,2024-01-25 09:01:19.767,,,,,MASN_5705_CB_69,,5705_CB,breaker,MASN2A,,MASN,,,116786.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60018145,BLUF_CRK_7225_345,,2023-11-21 12:26:39.067,,,,,BLUF_CRK_7225_345,,7225,breaker,BLF_CRK7A,,BLUF_CRK,,,116788.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080271,BLUF_CRK_CB_7225_345,,2024-01-25 09:01:19.767,,,,,BLUF_CRK_CB_7225_345,,CB_7225,breaker,BLF_CRK7A,,BLUF_CRK,,,116788.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60086164,RAYBAR_CB_19100_138,,2024-01-25 09:01:19.767,,,,,RAYBAR_CB_19100_138,,CB_19100,breaker,L_RAYMBA8_1Y,,RAYBAR,,,116793.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,100008431,TYNAN_CONFORM,,2024-12-12 21:45:19.960,,,,,TYNAN_CONFORM,CONFORM,CONFORM,load,TYNAN2A,,TYNAN,,9.0,116793.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60018090,BLUF_CRK_3665_REACTOR_138,,2023-11-21 12:26:39.067,,,,,BLUF_CRK_3665_REACTOR_138,,3665_REACTOR,breaker,BLF_CRK4A,,BLUF_CRK,,,116794.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080268,BLUF_CRK_3665_138,,2024-01-25 09:01:19.767,,,,,BLUF_CRK_3665_138,,3665,breaker,BLF_CRK4A,,BLUF_CRK,,,116794.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60018148,BLUF_CRK_7230_345,,2023-11-21 12:26:39.067,,,,,BLUF_CRK_7230_345,,7230,breaker,BLF_CRK7A,,BLUF_CRK,,,116796.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080272,BLUF_CRK_CB_7230_345,,2024-01-25 09:01:19.767,,,,,BLUF_CRK_CB_7230_345,,CB_7230,breaker,BLF_CRK7A,,BLUF_CRK,,,116796.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60062735,SAMATHIS_5650_69,,2023-11-21 12:26:39.067,,,,,SAMATHIS_5650_69,,5650,breaker,SAMATHIS2A,,SAMATHIS,,,116799.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60086883,SAMF_5650_CB_69,,2024-01-25 09:01:19.767,,,,,SAMF_5650_CB_69,,5650_CB,breaker,SAMF2A,,SAMF,,,116799.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60034361,GAYHIL_CB_5070_138,,2023-11-21 12:26:39.067,,,,,GAYHIL_CB_5070_138,,CB_5070,breaker,L_GAYHIL8_1Y,,GAYHIL,,,116810.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082518,GAYHIL_GCB_5070_CB_138,,2024-01-25 09:01:19.767,,,,,GAYHIL_GCB_5070_CB_138,,GCB_5070_CB,breaker,L_GAYHIL8_1Y,,GAYHIL,,,116810.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60014663,ANDICE_CB_37700_138,,2023-11-21 12:26:39.067,,,,,ANDICE_CB_37700_138,,CB_37700,breaker,L_ANDICE8_1Y,,ANDICE,,,116811.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079604,ANDICE_CB_10120_138,,2024-01-25 09:01:19.767,,,,,ANDICE_CB_10120_138,,CB_10120,breaker,L_ANDICE8_1Y,,ANDICE,,,116811.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60034360,GAYHIL_CB_5060_138,,2023-11-21 12:26:39.067,,,,,GAYHIL_CB_5060_138,,CB_5060,breaker,L_GAYHIL8_1Y,,GAYHIL,,,116814.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082517,GAYHIL_GCB_5060_CB_138,,2024-01-25 09:01:19.767,,,,,GAYHIL_GCB_5060_CB_138,,GCB_5060_CB,breaker,L_GAYHIL8_1Y,,GAYHIL,,,116814.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60016431,BAY_CITY_1007_138,,2023-11-21 12:26:39.067,,,,,BAY_CITY_1007_138,,1007,breaker,BAY_CITY4A,,BAY_CITY,,,116815.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079959,BAY_CITY_1007_CS_138,,2024-01-25 09:01:19.767,,,,,BAY_CITY_1007_CS_138,,1007_CS,breaker,BAY_CITY4A,,BAY_CITY,,,116815.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60036292,GROVE_GR_600M_CS_138,,2023-11-21 12:26:39.067,,,,,GROVE_GR_600M_CS_138,,GR_600M_CS,breaker,GROVE,,GROVE,,,116817.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60089101,GROVE_GR_600M_CSOLD_138,,2024-02-15 09:01:14.423,,,,,GROVE_GR_600M_CSOLD_138,,GR_600M_CSOLD,breaker,GROVE_MB1,,GROVE,,,116817.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60051389,MUNDAYST_2470_69,,2023-11-21 12:26:39.067,,,,,MUNDAYST_2470_69,,2470,breaker,MUNDAYST2A,,MUNDAYST,,,116824.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60084730,MUNDAYST_2470_CB_69,,2024-01-25 09:01:19.767,,,,,MUNDAYST_2470_CB_69,,2470_CB,breaker,,,MUNDAYST,,,116824.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60051392,MUNDAYST_2475_69,,2023-11-21 12:26:39.067,,,,,MUNDAYST_2475_69,,2475,breaker,MUNDAYST2A,,MUNDAYST,,,116826.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60084731,MUNDAYST_2475_CB_69,,2024-01-25 09:01:19.767,,,,,MUNDAYST_2475_CB_69,,2475_CB,breaker,,,MUNDAYST,,,116826.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60046820,LULING_CB_3670_138,,2023-11-21 12:26:39.067,,,,,LULING_CB_3670_138,,CB_3670,breaker,L_LULING8_1Y,,LULING,,,116828.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60084180,LULING_OCB_3670_CB_138,,2024-01-25 09:01:19.767,,,,,LULING_OCB_3670_CB_138,,OCB_3670_CB,breaker,L_LULING8_1Y,,LULING,,,116828.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60035541,GOFORT_CS5605_CS_138,,2023-11-21 12:26:39.067,,,,,GOFORT_CS5605_CS_138,,CS5605_CS,breaker,L_GOFORT8_1Y,,GOFORT,,,116864.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60115184,GOFORT_CS_5605_138,,2026-07-01 01:20:04.863,,,,1,GOFORT_CS_5605_138,,CS_5605,breaker,L_GOFORT8_1Y,,GOFORT,,3.0,116864.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60037799,HENLY_12270_138,,2023-11-21 12:26:39.067,,,,,HENLY_12270_138,,12270,breaker,L_HENLY_8_1Y,,HENLY,,,116870.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60115194,HENLY_CB_12270_138,,2026-07-01 01:20:04.863,,,,1,HENLY_CB_12270_138,,CB_12270,breaker,P_HENLY_8_1_,,HENLY,,3.0,116870.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60037808,HENLY_CS12275_138,,2023-11-21 12:26:39.067,,,,,HENLY_CS12275_138,,CS12275,breaker,L_HENLY_8_1Y,,HENLY,,,116872.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60115196,HENLY_CS_12275_138,,2026-07-01 01:20:04.863,,,,1,HENLY_CS_12275_138,,CS_12275,breaker,P_HENLY_8_1_,,HENLY,,3.0,116872.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60037805,HENLY_12280_138,,2023-11-21 12:26:39.067,,,,,HENLY_12280_138,,12280,breaker,L_HENLY_8_1Y,,HENLY,,,116873.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60115195,HENLY_CB_12280_138,,2026-07-01 01:20:04.863,,,,1,HENLY_CB_12280_138,,CB_12280,breaker,P_HENLY_8_1_,,HENLY,,3.0,116873.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60026913,CUERO_CS_4285_138,,2023-11-21 12:26:39.067,,,,,CUERO_CS_4285_138,,CS_4285,breaker,L_CUERO_8_1Y,,CUERO,,,116877.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60081362,CUERO_CS4285_CS_138,,2024-01-25 09:01:19.767,,,,,CUERO_CS4285_CS_138,,CS4285_CS,breaker,L_CUERO_8_1Y,,CUERO,,,116877.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60064671,SHERPO_CS_34005_138,,2023-11-21 12:26:39.067,,,,,SHERPO_CS_34005_138,,CS_34005,breaker,L_SHERPO8_1Y,,SHERPO,,,116889.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60087289,SHERPO_CS_2975_138,,2024-01-25 09:01:19.767,,,,,SHERPO_CS_2975_138,,CS_2975,breaker,L_SHERPO8_1Y,,SHERPO,,,116889.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60044029,LEANDE_CS3005_CS_138,,2023-11-21 12:26:39.067,,,,,LEANDE_CS3005_CS_138,,CS3005_CS,breaker,L_LEANDE8_1Y,,LEANDE,,,116895.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60115272,LEANDE_CS_3005_138,,2026-07-01 01:20:04.863,,,,1,LEANDE_CS_3005_138,,CS_3005,breaker,P_LEANDE8_1_,,LEANDE,,3.0,116895.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60032640,FOREST_8931_138,,2023-11-21 12:26:39.067,,,,,FOREST_8931_138,,8931,disconnector,FOREST,,FOREST,,,116897.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60087576,STARCK_MOS_21061_138,,2024-01-25 09:01:19.767,,,,,STARCK_MOS_21061_138,,MOS_21061,breaker,L_STARCK8_1Y,,STARCK,,,116897.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60065387,SLAUGHTE_SL_601M_CS_138,,2023-11-21 12:26:39.067,,,,,SLAUGHTE_SL_601M_CS_138,,SL_601M_CS,breaker,SLAUGHTR,,SLAUGHTE,,,116913.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60087363,SLAUGHTE_SL_600M_CS_138,,2024-01-25 09:01:19.767,,,,,SLAUGHTE_SL_600M_CS_138,,SL_600M_CS,breaker,SLAUGHTR,,SLAUGHTE,,,116913.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60064672,SHERPO_CS_34015_138,,2023-11-21 12:26:39.067,,,,,SHERPO_CS_34015_138,,CS_34015,breaker,L_SHERPO8_1Y,,SHERPO,,,116915.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60087288,SHERPO_CS_2965_138,,2024-01-25 09:01:19.767,,,,,SHERPO_CS_2965_138,,CS_2965,breaker,L_SHERPO8_1Y,,SHERPO,,,116915.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60024770,COLTON_CS_8745_138,,2023-11-21 12:26:39.067,,,,,COLTON_CS_8745_138,,CS_8745,breaker,L_COLTON8_1Y,,COLTON,,,116923.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60081019,COLTON_8745_CS_138,,2024-01-25 09:01:19.767,,,,,COLTON_8745_CS_138,,8745_CS,breaker,L_COLTON8_1Y,,COLTON,,,116923.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60036767,H1_C1H1_138,,2023-11-21 12:26:39.067,,,,,H1_C1H1_138,,C1H1,breaker,OLMOS,,H1,,,116926.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082735,H1_CPC1H1_138,,2024-01-25 09:01:19.767,,,,,H1_CPC1H1_138,,CPC1H1,breaker,OLMOS,,H1,,,116926.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60016433,BAY_CITY_1065_138,,2023-11-21 12:26:39.067,,,,,BAY_CITY_1065_138,,1065,breaker,BAY_CITY4A,,BAY_CITY,,,116935.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079960,BAY_CITY_1065_CB_138,,2024-01-25 09:01:19.767,,,,,BAY_CITY_1065_CB_138,,1065_CB,breaker,BAY_CITY4A,,BAY_CITY,,,116935.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60024966,CONCHO_1665_69,,2023-11-21 12:26:39.067,,,,,CONCHO_1665_69,,1665,breaker,CONCHO2A,,CONCHO,,,116945.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60086737,SACO_1665_CB_69,,2024-01-25 09:01:19.767,,,,,SACO_1665_CB_69,,1665_CB,breaker,SACO2A,,SACO,,,116945.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60013216,ABNTHWST_1805_69,,2023-11-21 12:26:39.067,,,,,ABNTHWST_1805_69,,1805,breaker,ABNTHWST2B,,ABNTHWST,,,116946.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079161,ABNW_1805_CB_69,,2024-01-25 09:01:19.767,,,,,ABNW_1805_CB_69,,1805_CB,breaker,ABNW2B,,ABNW,,,116946.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60024975,CONCHO_2450_69,,2023-11-21 12:26:39.067,,,,,CONCHO_2450_69,,2450,breaker,CONCHO2A,,CONCHO,,,116947.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60086750,SACO_2450_CB_69,,2024-01-25 09:01:19.767,,,,,SACO_2450_CB_69,,2450_CB,breaker,SACO2A,,SACO,,,116947.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60013254,ABNTHWST_7145_CAP_138,,2023-11-21 12:26:39.067,,,,,ABNTHWST_7145_CAP_138,,7145_CAP,breaker,ABNTHWST4A,,ABNTHWST,,,116949.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079207,ABNW_7145_C_138,,2024-01-25 09:01:19.767,,,,,ABNW_7145_C_138,,7145_C,breaker,ABNW4A,,ABNW,,,116949.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60038313,HILLCTRY_17T4_138,,2023-11-21 12:26:39.067,,,,,HILLCTRY_17T4_138,,17T4,breaker,HILLCTY1_8,,HILLCTRY,,,116950.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082902,HILLCTRY_17T4_CB_138,,2024-01-25 09:01:19.767,,,,,HILLCTRY_17T4_CB_138,,17T4_CB,breaker,HILLCTY1_8,,HILLCTRY,,,116950.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60024980,CONCHO_2500_69,,2023-11-21 12:26:39.067,,,,,CONCHO_2500_69,,2500,breaker,CONCHO2A,,CONCHO,,,116952.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60086755,SACO_2500_CB_69,,2024-01-25 09:01:19.767,,,,,SACO_2500_CB_69,,2500_CB,breaker,SACO2A,,SACO,,,116952.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60038387,HILLCTRY_8830_138,,2023-11-21 12:26:39.067,,,,,HILLCTRY_8830_138,,8830,breaker,HILLCTY1_8,,HILLCTRY,,,116953.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082921,HILLCTRY_LN8830_CB_138,,2024-01-25 09:01:19.767,,,,,HILLCTRY_LN8830_CB_138,,LN8830_CB,breaker,HILLCTY1_8,,HILLCTRY,,,116953.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60019536,BRKSTNRC_6840_4_138,,2023-11-21 12:26:39.067,,,,,BRKSTNRC_6840_4_138,,6840_4,breaker,BRKSTNRC,,BRKSTNRC,,,116957.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60104084,BRKSTNLC_6840_4_138,,2026-01-07 01:19:43.540,,,,1,BRKSTNLC_6840_4_138,,6840_4,breaker,BRKSTNLC,,BRKSTNLC,,3.0,116957.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60023237,CHLD_2577_69,,2023-11-21 12:26:39.067,,,,,CHLD_2577_69,,2577,breaker,CHLD2A,,CHLD,,,116966.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080750,CHLD_2577_CB_69,,2024-01-25 09:01:19.767,,,,,CHLD_2577_CB_69,,2577_CB,breaker,,,CHLD,,,116966.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60034871,GIDEON_CB_2210_138,,2023-11-21 12:26:39.067,,,,,GIDEON_CB_2210_138,,CB_2210,breaker,L_SIMGID8_1Y,,GIDEON,,,116977.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082586,GIDEON_OCB_2210_CB_138,,2024-01-25 09:01:19.767,,,,,GIDEON_OCB_2210_CB_138,,OCB_2210_CB,breaker,L_SIMGID8_1Y,,GIDEON,,,116977.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60034868,GIDEON_CB_2110_138,,2023-11-21 12:26:39.067,,,,,GIDEON_CB_2110_138,,CB_2110,breaker,L_SIMGID8_1Y,,GIDEON,,,116983.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082583,GIDEON_OCB_2110_CB_138,,2024-01-25 09:01:19.767,,,,,GIDEON_OCB_2110_CB_138,,OCB_2110_CB,breaker,L_SIMGID8_1Y,,GIDEON,,,116983.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60047347,LYTTON_S_LY_950_CB_138,,2023-11-21 12:26:39.067,,,,,LYTTON_S_LY_950_CB_138,,LY_950_CB,breaker,LYTTON13,,LYTTON_S,,,116985.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60093668,LYTTON_S_LY_950_OLD_138,,2024-11-01 01:24:05.607,,,,,LYTTON_S_LY_950_OLD_138,,LY_950_OLD,breaker,LYTTON13,,LYTTON_S,,,116985.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60068802,TELPH_RD_TPR5217_138,,2023-11-21 12:26:39.067,,,,,TELPH_RD_TPR5217_138,,TPR5217,disconnector,TELPH_RD,,TELPH_RD,,,116993.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60082451,G0_12G0_138,,2024-01-25 09:01:19.767,,,,,G0_12G0_138,,12G0,breaker,GRANDVEW,,G0,,,116993.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60046821,LULING_CB_800_69,,2023-11-21 12:26:39.067,,,,,LULING_CB_800_69,,CB_800,breaker,L_LULING9_1Y,,LULING,,,117002.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60084163,LULING_800_CB_69,,2024-01-25 09:01:19.767,,,,,LULING_800_CB_69,,800_CB,breaker,L_LULING9_1Y,,LULING,,,117002.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60046810,LULING_CB_1290_69,,2023-11-21 12:26:39.067,,,,,LULING_CB_1290_69,,CB_1290,breaker,L_LULING9_1Y,,LULING,,,117003.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60084161,LULING_1290_CB_69,,2024-01-25 09:01:19.767,,,,,LULING_1290_CB_69,,1290_CB,breaker,L_LULING9_1Y,,LULING,,,117003.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60013173,ABEAST_4445_69,,2023-11-21 12:26:39.067,,,,,ABEAST_4445_69,,4445,breaker,ABEAST2A,,ABEAST,,,117017.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079090,ABEA_4445_CB_69,,2024-01-25 09:01:19.767,,,,,ABEA_4445_CB_69,,4445_CB,breaker,ABEA2A,,ABEA,,,117017.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60013161,ABEAST_2030_69,,2023-11-21 12:26:39.067,,,,,ABEAST_2030_69,,2030,breaker,ABEAST2A,,ABEAST,,,117018.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60079078,ABEA_2030_CB_69,,2024-01-25 09:01:19.767,,,,,ABEA_2030_CB_69,,2030_CB,breaker,ABEA2A,,ABEA,,,117018.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60019226,BRDSPREY_CB_138-97_138,,2023-11-21 12:26:39.067,,,,,BRDSPREY_CB_138-97_138,,CB_138-97,breaker,TNBIRDOP__1,,BRDSPREY,,,117020.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60087017,SANSAS_OCB_1170_CB_69,,2024-01-25 09:01:19.767,,,,,SANSAS_OCB_1170_CB_69,,OCB_1170_CB,breaker,L_SASASW9_1Y,,SANSAS,,,117020.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60072331,VICTORIA_6300_69,,2023-11-21 12:26:39.067,,,,,VICTORIA_6300_69,,6300,breaker,VICTORIA2A,,VICTORIA,,,117022.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60088251,VICTORIA_6300_CB_69,,2024-01-25 09:01:19.767,,,,,VICTORIA_6300_CB_69,,6300_CB,breaker,VICTORIA2A,,VICTORIA,,,117022.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60019196,BRCRK_22457_138,,2023-11-21 12:26:39.067,,,,,BRCRK_22457_138,,22457,breaker,BEARCK1_8,,BRCRK,,,117037.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60080347,BRCRK_38_138,,2024-01-25 09:01:19.767,,,,,BRCRK_38_138,,38,breaker,,,BRCRK,,,117037.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60060726,RIONOG_10J5_345,,2023-11-21 12:26:39.067,,,,,RIONOG_10J5_345,,10J5,breaker,RIONOG_1_5,,RIONOG,,,117050.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60086439,RIONOG_OCB_52_1_345,,2024-01-25 09:01:19.767,,,,,RIONOG_OCB_52_1_345,,OCB_52_1,breaker,RIONOG_1_5,,RIONOG,,,117050.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60060743,RIONOG_20J5_345,,2023-11-21 12:26:39.067,,,,,RIONOG_20J5_345,,20J5,breaker,RIONOG_1_5,,RIONOG,,,117051.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60086444,RIONOG_OCB_52_6_345,,2024-01-25 09:01:19.767,,,,,RIONOG_OCB_52_6_345,,OCB_52_6,breaker,RIONOG_1_5,,RIONOG,,,117051.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60053026,NORTHWES_NW_600M_138,,2023-11-21 12:26:39.067,,,,,NORTHWES_NW_600M_138,,NW_600M,breaker,NORTHWES,,NORTHWES,,,117068.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60078429,NORTHWES_NW_600M_CS_138,,2023-12-18 13:52:18.290,,,,,NORTHWES_NW_600M_CS_138,,NW_600M_CS,breaker,NORTHWES,,NORTHWES,,,117068.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60055911,PEARSAL2_17404_138,,2023-11-21 12:26:39.067,,,,,PEARSAL2_17404_138,,17404,breaker,PEARSALLSCB8,,PEARSAL2,,,117080.0,,,,,,,,-1|-1|,False,insufficient_pto_data
6,60085761,PEARSAL2_CB-7404_138,,2024-01-25 09:01:19.767,,,,,PEARSAL2_CB-7404_138,,CB-7404,breaker,,,PEARSAL2,,,117080.0,,,,,,,,-1|-1|,False,insufficient_pto_data
